2014 SA Election
Seat,Adelaide
fp
Rachel Sanderson,Liberal,10543,48.7,4.2
David O'Loughlin,Labor,7812,36.1,2.7
Robert Simms,Greens,2551,11.8,0.1
Anna Tree,Single issue,748,3.5,1.6
tcp
Rachel Sanderson,Liberal,11341,52.4,-1.8
David O'Loughlin,Labor,10313,47.6,1.8
Seat,Ashford
fp
Terina Monteagle,Liberal,9335,43.1,0.6
Steph Key,Labor,8597,39.7,-0.3
Christiana Griffith,Greens,2654,12.2,-0.4
Robyn Munro,Christian,841,3.9,-0.4
Steve Sansom,Centre-left,247,1.1,1.1
tcp
Steph Key,Labor,11247,51.9,1.3
Terina Monteagle,Liberal,10427,48.1,-1.3
Seat,Bragg
fp
Vickie Chapman,Liberal,15033,65.7,2.6
Ella Waters,Labor,4958,21.7,0.1
Ami Harrison,Greens,2891,12.6,0.4
tcp
Vickie Chapman,Liberal,15711,68.7,-1.5
Ella Waters,Labor,7171,31.3,1.5
Seat,Bright
fp
David Speirs,Liberal,10780,48.5,4.6
Chlo\xc3\xab Fox,Labor,8491,38.2,-4.0
Jamie Ryan,Greens,2081,9.4,1.5
Steve Price,Christian,852,3.8,0.9
tcp
David Speirs,Liberal,11829,53.3,3.7
Chlo\xc3\xab Fox,Labor,10375,46.7,-3.7
Seat,Chaffey
fp
Tim Whetstone,Liberal,14196,64.8,17.1
Mahanbir Grewal,Labor,3615,16.5,9.1
Yvonne Zeppel,Christian,2891,13.2,5.7
Jason Garrood,Greens,1199,5.5,3.3
tcp
Tim Whetstone,Liberal,16454,75.1,-3.3
Mahanbir Grewal,Labor,5447,24.9,3.3
Seat,Cheltenham
fp
Jay Weatherill,Labor,12060,55.4,-0.6
Jack Batty,Liberal,6414,29.5,5.1
Rebecca Galdies,Greens,1831,8.4,2.2
Alex Tennikoff,Christian,1470,6.8,1.3
tcp
Jay Weatherill,Labor,13993,64.3,-1.8
Jack Batty,Liberal,7782,35.7,1.8
Seat,Colton
fp
Paul Caica,Labor,10394,44.8,-1.5
Joe Barry,Liberal,10363,44.7,4.7
Andrew Payne,Greens,1584,6.8,-1.4
Kym McKay,Christian,859,3.7,0.2
tcp
Paul Caica,Labor,11938,51.5,-2.2
Joe Barry,Liberal,11262,48.5,2.2
Seat,Croydon
fp
Michael Atkinson,Labor,11872,57.8,4.8
Glenda Noble,Liberal,5462,26.6,3.3
Cherie Hoyle,Greens,2342,11.4,2.6
Nkweto Nkamba,Christian,866,4.2,0.6
tcp
Michael Atkinson,Labor,14156,68.9,3.5
Glenda Noble,Liberal,6386,31.1,-3.5
Seat,Davenport
fp
Iain Evans,Liberal,11581,51.0,1.5
Lucie Lock-Weir,Labor,6498,28.6,4.1
Stephen Thomas,Greens,3468,15.3,1.6
Natasha Edmonds,Christian,1158,5.1,1.1
tcp
Iain Evans,Liberal,13192,58.1,-2.8
Lucie Lock-Weir,Labor,9513,41.9,2.8
Seat,Dunstan
fp
Steven Marshall,Liberal,10978,50.0,3.7
Jo Chapley,Labor,7881,35.9,2.1
Michael Donato,Greens,2465,11.2,-0.5
Rick Neagle,Single issue,624,2.8,1.0
tcp
Steven Marshall,Liberal,11656,53.1,-1.7
Jo Chapley,Labor,10292,46.9,1.7
Seat,Elder
fp
Carolyn Habib,Liberal,8828,41.8,2.5
Annabel Digance,Labor,8350,39.5,-1.8
Paul Petherick,Greens,1990,9.4,-1.7
Cosimo Russo,Christian,1035,4.9,0.3
Nick Schumi,Single issue,910,4.3,4.3
tcp
Annabel Digance,Labor,10945,51.8,-0.1
Carolyn Habib,Liberal,10168,48.2,0.1
Seat,Enfield
fp
John Rau,Labor,9650,48.5,-2.4
Scott Roberts,Liberal,6737,33.9,1.0
Roger Levi,Greens,1599,8.0,-0.2
Lisa Hood,Christian,1300,6.5,0.6
Andrew Stanko,Independent,591,3.0,3.0
tcp
John Rau,Labor,11550,58.1,-0.9
Scott Roberts,Liberal,8327,41.9,0.9
Seat,Finniss
fp
Michael Pengilly,Liberal,11674,52.9,1.4
Melanie Smart,Labor,5166,23.4,-6.8
Moira Jenkins,Greens,2883,13.1,4.5
Bruce Hicks,Christian,2361,10.7,2.1
tcp
Michael Pengilly,Liberal,14086,63.8,2.6
Melanie Smart,Labor,7998,36.2,-2.6
Seat,Fisher
fp
Bob Such,Independent,9038,38.5,3.6
Sam Duluk,Liberal,8249,35.1,7.0
Jake Neville,Labor,4170,17.7,-8.6
Malwina Wyra,Greens,1112,4.7,-0.5
Daryl van den Brink,Christian,936,4.0,-0.8
tcp
Bob Such,Independent,13951,59.4,-8.1
Sam Duluk,Liberal,9554,40.6,8.1
Seat,Flinders
fp
Peter Treloar,Liberal,14994,72.0,14.0
Mathew Deane,Labor,3214,15.4,-0.1
Grant Wilson,Christian,1313,6.3,1.5
Felicity Wright,Greens,1299,6.2,-0.7
tcp
Peter Treloar,Liberal,16480,79.2,3.0
Mathew Deane,Labor,4340,20.8,-3.0
Seat,Florey
fp
Frances Bedford,Labor,8983,43.8,-1.1
Damian Wyld,Liberal,8317,40.6,3.0
Richard Bunting,Christian,1677,8.2,1.5
Kim Thomson,Greens,1517,7.4,0.9
tcp
Frances Bedford,Labor,10755,52.5,-1.1
Damian Wyld,Liberal,9739,47.5,1.1
Seat,Frome
fp
Geoff Brock,Independent,10342,45.2,7.5
Kendall Jackson,Liberal,8217,35.9,-0.6
Marcus Connelly,Labor,2598,11.3,-7.2
Wendy Joyce,Christian,1156,5.1,2.4
Rob Scott,Greens,578,2.5,-0.6
tcp
Geoff Brock,Independent,13451,58.8,0.6
Kendall Jackson,Liberal,9440,41.2,-0.6
Seat,Giles
fp
Eddie Hughes,Labor,9800,51.4,-1.2
Bernadette Abraham,Liberal,7134,37.4,8.1
Cheryl Kaminski,Christian,1196,6.3,0.3
Alison Sentance,Greens,942,4.9,-7.2
tcp
Eddie Hughes,Labor,10877,57.0,-4.9
Bernadette Abraham,Liberal,8195,43.0,4.9
Seat,Goyder
fp
Steven Griffiths,Liberal,11968,53.7,-4.5
Elyse Ramsay,Labor,6394,28.7,1.6
John Bennett,Christian,1633,7.3,0.1
Bob Nicholls,Independent,1126,5.1,5.1
Graham Smith,Greens,744,3.3,-1.8
Kim McWaters,National,416,1.9,1.9
tcp
Steven Griffiths,Liberal,14022,62.9,-2.8
Elyse Ramsay,Labor,8259,37.1,2.8
Seat,Hammond
fp
Adrian Pederick,Liberal,11469,55.1,-5.0
Lou Bailey,Labor,5314,25.5,1.2
Daniel Gutteridge,Christian,1654,7.9,0.6
Damien Pyne,Greens,1458,7.0,-1.4
Rachel Titley,National,912,4.4,4.4
tcp
Adrian Pederick,Liberal,13444,64.6,-3.1
Lou Bailey,Labor,7363,35.4,3.1
Seat,Hartley
fp
Vincent Tarzia,Liberal,10118,47.3,4.3
Grace Portolesi,Labor,8539,39.9,-1.7
Paul Birkwood,Greens,1804,8.4,0.9
David Maegraith,Christian,939,4.4,1.2
tcp
Vincent Tarzia,Liberal,11217,52.4,2.6
Grace Portolesi,Labor,10183,47.6,-2.6
Seat,Heysen
fp
Isobel Redmond,Liberal,12768,55.5,-2.4
Lynton Vonow,Greens,4527,19.7,2.7
Paul Yiallouros,Labor,4527,19.7,-0.1
Amy Park,Single issue,1192,5.2,5.2
tcp
Isobel Redmond,Liberal,14040,61.0,None
Lynton Vonow,Greens,8974,39.0,None
Seat,Kaurna
fp
Chris Picton,Labor,8844,43.4,-5.9
Ben Caudle,Liberal,6233,30.6,-2.9
Maureen Cullen,Greens,2041,10.0,1.2
Kym Richardson,Independent,1899,9.3,9.3
Layla Nahavandi,Christian,1347,6.6,1.2
tcp
Chris Picton,Labor,11740,57.7,-1.2
Ben Caudle,Liberal,8624,42.3,1.2
Seat,Kavel
fp
Mark Goldsworthy,Liberal,12116,54.4,-1.2
Richard Hilton,Labor,4838,21.7,-2.0
Ian Grosser,Greens,3481,15.6,2.9
Darryl Stott,Christian,1854,8.3,2.9
tcp
Mark Goldsworthy,Liberal,14258,64.0,-1.8
Richard Hilton,Labor,8031,36.0,1.8
Seat,Lee
fp
Stephen Mullighan,Labor,9418,41.0,-5.8
Liz Davies,Liberal,8216,35.7,1.5
Gary Johanson,Independent,2581,11.2,11.2
Jo Seater,Greens,1794,7.8,-0.2
Denis Power,Christian,686,3.0,-0.7
Melita Calone,Independent,301,1.3,1.3
tcp
Stephen Mullighan,Labor,12530,54.5,-3.2
Liz Davies,Liberal,10466,45.5,3.2
Seat,Light
fp
Tony Piccolo,Labor,9919,46.2,-0.2
Cosie Costa,Liberal,9011,42.0,1.5
Wendy Rose,Christian,1355,6.3,2.1
Terry Allen,Greens,1193,5.6,0.2
tcp
Tony Piccolo,Labor,11334,52.8,-0.0
Cosie Costa,Liberal,10144,47.2,0.0
Seat,Little Para
fp
Lee Odenwalder,Labor,10300,47.0,-4.2
Damien Pilkington,Liberal,7201,32.9,2.9
Lloyd Rowlands,Christian,1997,9.1,-1.8
Samantha Blake,Greens,1459,6.7,-0.3
Scott Whelan,Single issue,954,4.3,4.3
tcp
Lee Odenwalder,Labor,12573,57.4,-3.9
Damien Pilkington,Liberal,9338,42.6,3.9
Seat,MacKillop
fp
Mitch Williams,Liberal,13803,65.1,5.0
Terry Soulmatis,Labor,3099,14.6,2.1
Bill Pomery,Christian,1602,7.5,1.7
Steve Davies,Independent,1503,7.1,7.1
Donella Peters,Greens,1212,5.7,2.3
tcp
Mitch Williams,Liberal,16280,76.7,2.0
Terry Soulmatis,Labor,4939,23.3,-2.0
Seat,Mawson
fp
