2017 WA Election
Seat,Albany
fp
Peter Watson,Labor,10349,43.9,5.5
Robert Sutton,National,4750,20.1,-2.0
Greg Stocks,Liberal,4149,17.6,-10.9
Anthony Griffiths,One Nation,1624,6.9,6.9
David Rastrick,Greens,1547,6.6,1.2
Ian 't Hart,Christians,1167,4.9,1.1
tcp
Peter Watson,Labor,12988,55.1,None
Robert Sutton,National,10585,44.9,None
Seat,Armadale
fp
Tony Buti,Labor,15091,66.7,13.0
Wendy Jeffery,Liberal,3814,16.9,-15.9
Anthony Pyle,Greens,1456,6.4,-0.2
Nitasha Naidu,Christians,1448,6.4,-0.6
Cameron Huynh,Independent,556,2.5,2.5
Edward Flaherty,Single issue,269,1.2,1.2
tcp
Tony Buti,Labor,17008,75.2,15.5
Wendy Jeffery,Liberal,5619,24.8,-15.5
Seat,Balcatta
fp
David Michael,Labor,10265,44.2,8.6
Chris Hatton,Liberal,8885,38.3,-13.3
Nicole Harvey,Greens,2508,10.8,2.6
Keith McEncroe,Christians,749,3.2,1.6
Mile Nasteski,Single issue,544,2.3,2.3
Richard Tait,Liberal Democrats,252,1.1,1.1
tcp
David Michael,Labor,12950,55.8,12.9
Chris Hatton,Liberal,10247,44.2,-12.9
Seat,Baldivis
fp
Reece Whitby,Labor,11339,45.3,1.8
Matt Whitfield,Independent,5346,21.4,21.4
Malcolm George,Liberal,3571,14.3,-18.8
John Zurakowski,One Nation,1854,7.4,7.4
Christine Fegebank,Greens,1412,5.6,-0.8
Yvette Holmes,Christians,614,2.5,0.3
Craig Hamersley,Independent,390,1.6,1.6
Prabhpreet Makkar,Single issue,249,1.0,1.0
Kath Summers,Independent,237,0.9,0.9
tcp
Reece Whitby,Labor,14306,57.2,None
Matt Whitfield,Independent,10695,42.8,None
Seat,Bassendean
fp
Dave Kelly,Labor,13203,59.1,12.4
Jim Seth,Liberal,5192,23.2,-16.3
Sarah Quinton,Greens,2532,11.3,1.0
Paul Mewhor,Christians,735,3.3,-0.2
Graeme Martin,Single issue,680,3.0,3.0
tcp
Dave Kelly,Labor,15967,71.5,16.4
Jim Seth,Liberal,6365,28.5,-16.4
Seat,Bateman
fp
Dean Nalder,Liberal,11515,51.0,-15.3
Tomas Fitzgerald,Labor,6469,28.7,9.9
Adie Wilmot,Greens,2315,10.3,1.4
Michelle Meyers,One Nation,1032,4.6,4.6
Don Huggins,Christians,698,3.1,3.1
Jonathan Masih,Single issue,334,1.5,1.5
Adrian Arnold,Misc,206,0.9,0.9
tcp
Dean Nalder,Liberal,13418,59.5,-13.7
Tomas Fitzgerald,Labor,9148,40.5,13.7
Seat,Belmont
fp
Cassie Rowe,Labor,10546,49.2,6.9
Glenys Godfrey,Liberal,6500,30.3,-17.0
Bhuwan Khadka,Greens,1620,7.6,-0.6
Julie Mitchell,One Nation,1398,6.5,6.5
Sue Fraser,Christians,394,1.8,-0.4
Ian Blevin,SFF,356,1.7,1.7
Brigit Anderson,Centre-left,355,1.7,1.7
Miral Soboh,Single issue,281,1.3,1.3
tcp
Cassie Rowe,Labor,13162,61.4,12.4
Glenys Godfrey,Liberal,8273,38.6,-12.4
Seat,Bicton
fp
Matt Taylor,Liberal,9734,43.0,-9.9
Lisa O'Malley,Labor,8955,39.6,11.8
Louise Dickmann,Greens,2406,10.6,-1.1
Steve Kepert,Independent,734,3.2,3.2
Colleen Saporita,Centre-left,325,1.4,1.4
Stephen Wardell-Johnson,Christians,237,1.0,1.0
Richard Korfanty,Single issue,226,1.0,1.0
tcp
Lisa O'Malley,Labor,11968,52.9,13.0
Matt Taylor,Liberal,10641,47.1,-13.0
Seat,Bunbury
fp
Don Punch,Labor,10099,43.9,14.4
Ian Morison,Liberal,5118,22.2,-30.0
James Hayward,National,3162,13.7,6.4
Samuel Brown,One Nation,2050,8.9,8.9
Michael Baldock,Greens,1559,6.8,0.4
Bernie Masters,SFF,804,3.5,3.5
