2007 NSW Election
Seat,Albury
fp
Greg Aplin,Liberal,27643,65.3,19.2
Chris Ryan,Labor,11589,27.4,13.9
Chris Sobey,Greens,3077,7.3,4.4
tcp
Greg Aplin,Liberal,28311,69.0,-3.4
Chris Ryan,Labor,12731,31.0,3.4
Seat,Auburn
fp
Barbara Perry,Labor,24314,60.3,0.7
George Pierides,Liberal,5771,14.3,-2.4
Jack Au,Centre-left,3866,9.6,2.4
Malikeh Michaels,Greens,1621,4.0,-4.3
Allan Lotfizadeh,Christian,1582,3.9,1.1
Mamdouh Habib,Independent,1554,3.9,3.9
Silma Ihram,Democrats,1087,2.7,1.3
Bob Vinnicombe,Independent,536,1.3,1.3
tcp
Barbara Perry,Labor,27095,78.7,2.2
George Pierides,Liberal,7312,21.3,-2.2
Seat,Ballina
fp
Don Page,National,21983,54.4,2.5
Melanie Doriean,Labor,9330,23.1,-2.6
John Bailey,Greens,7861,19.4,-0.2
Ben Smith,Democrats,714,1.8,1.8
Flora Boyd,Right-wing Populist,551,1.4,1.4
tcp
Don Page,National,23201,64.5,5.1
Melanie Doriean,Labor,12778,35.5,-5.1
Seat,Balmain
fp
Verity Firth,Labor,16562,39.2,-2.9
Rochelle Porteous,Greens,12471,29.5,0.2
Peter Shmigel,Liberal,10031,23.8,2.7
Jane Ward,Independent,1297,3.1,3.1
Jane Hyde,Independent,987,2.3,2.3
Edward Okulicz,Democrats,881,2.1,-0.3
tcp
Verity Firth,Labor,17933,53.7,-3.4
Rochelle Porteous,Greens,15431,46.3,3.4
Seat,Bankstown
fp
Tony Stewart,Labor,25671,64.2,2.7
Mark Majewski,Liberal,7977,20.0,2.5
Simon Brooks,Greens,2142,5.4,-1.4
Zarif Abdulla,Christian,1897,4.7,1.6
Shawky Salah,Centre-left,1444,3.6,-0.5
Lynette Rogers,Right-wing Populist,845,2.1,0.6
tcp
Tony Stewart,Labor,27234,75.4,-1.0
Mark Majewski,Liberal,8870,24.6,1.0
Seat,Barwon
fp
Kevin Humphries,National,17591,44.3,-8.1
Tim Horan,Independent,11607,29.2,29.2
Meryl Dillon,Labor,7732,19.5,-9.0
Darren Bodell,Greens,1180,3.0,0.5
Heath Wilson,Christian,906,2.3,2.3
Les Paul,Independent,696,1.8,1.8
tcp
Kevin Humphries,National,19021,56.0,None
Tim Horan,Independent,14950,44.0,None
Seat,Bathurst
fp
Gerard Martin,Labor,23443,53.4,-0.8
Susan Williams,National,13496,30.8,-0.6
Ray Thompson,Independent,4816,11.0,11.0
Sebria Lawrence,Greens,2124,4.8,-1.4
tcp
Gerard Martin,Labor,25195,63.0,-0.2
Susan Williams,National,14781,37.0,0.2
Seat,Baulkham Hills
fp
Wayne Merton,Liberal,23153,51.5,5.9
Tony Hay,Labor,13940,31.0,-5.3
