1989 WA Election
Seat,Albany
fp
Leon Watt,Liberal,4566,47.6,-5.7
Brian Bradley,Labor,3540,36.9,-9.8
Michael Jardine,National,1487,15.5,15.5
tcp
Leon Watt,Liberal,5769,60.1,6.8
Brian Bradley,Labor,3824,39.9,-6.8
Seat,Applecross
fp
Richard Lewis,Liberal,11424,63.1,2.8
Margaret Barton,Labor,5126,28.3,-11.2
Anthony Furness,Misc,1544,8.5,8.5
tcp
Richard Lewis,Liberal,12497,69.1,8.7
Margaret Barton,Labor,5597,30.9,-8.7
Seat,Armadale
fp
Bob Pearce,Labor,7749,47.7,-14.6
Maureen Healy,Liberal,6207,38.2,1.1
William Higgins,Misc,1269,7.8,7.8
Reginald Hames,Independent,1026,6.3,6.3
tcp
Bob Pearce,Labor,8629,53.1,-9.5
Maureen Healy,Liberal,7622,46.9,9.5
Seat,Ashburton
fp
Pam Buchanan,Labor,3639,53.5,-12.4
Maurice Harper,Liberal,2592,38.1,4.0
David Fort,Independent,575,8.5,8.5
tcp
Pam Buchanan,Labor,3941,57.9,-8.0
Maurice Harper,Liberal,2865,42.1,8.0
Seat,Avon
fp
Max Trenorden,National,4132,39.5,10.9
Robert Duncanson,Labor,3315,31.7,-11.8
John Dival,Liberal,3007,28.8,1.0
tcp
Max Trenorden,National,6900,66.0,11.4
Robert Duncanson,Labor,3554,34.0,-11.4
Seat,Balcatta
fp
Nick Catania,Labor,8806,51.4,-12.4
Marie Wordsworth,Liberal,7065,41.2,5.0
Brendan O'Dwyer,Misc,1267,7.4,7.4
tcp
Nick Catania,Labor,9248,54.0,-9.8
Marie Wordsworth,Liberal,7890,46.0,9.8
Seat,Belmont
fp
Eric Ripper,Labor,9072,53.0,-14.5
Brett Whitford,Liberal,5455,31.9,-0.6
Margaret Bright,Misc,1527,8.9,8.9
Barbara Turner,Democrats,699,4.1,4.1
Clem Cumbo,Independent,367,2.1,2.1
tcp
Eric Ripper,Labor,10358,60.5,-7.0
Brett Whitford,Liberal,6762,39.5,7.0
Seat,Bunbury
fp
Phil Smith,Labor,4402,47.7,-6.9
Raymond Bosustow,Liberal,3969,43.0,-0.9
Margaret Charnley,Misc,402,4.4,4.4
Judyth Salom,Independent,349,3.8,3.8
David Morrissey,Misc,113,1.2,1.2
tcp
Phil Smith,Labor,4759,51.5,-3.9
Raymond Bosustow,Liberal,4476,48.5,3.9
Seat,Cockburn
fp
Bill Thomas,Labor,9206,58.4,-17.1
Simon O'Brien,Liberal,4753,30.1,7.0
Isobel Davison,Misc,1056,6.7,6.7
Alison Jensen,Misc,750,4.8,4.8
tcp
Bill Thomas,Labor,10183,64.6,-11.8
Simon O'Brien,Liberal,5582,35.4,11.8
Seat,Collie-Preston
fp
John Mumme,Labor,4091,43.4,-8.1
Hilda Turnbull,National,2914,30.9,4.1
John Silcock,Liberal,1984,21.0,0.5
Ursula Bolitho,Democrats,311,3.3,3.3
Alfred Bussell,Independent,129,1.4,1.4
tcp
Hilda Turnbull,National,4984,52.9,6.5
John Mumme,Labor,4445,47.1,-6.5
Seat,Cottesloe
fp
Bill Hassell,Liberal,10824,59.4,1.6
John Noonan,Labor,4811,26.4,-15.8
Martina Hagues,Democrats,1318,7.2,7.2
Marianne McCall,Misc,1255,6.9,6.9
tcp
Bill Hassell,Liberal,12169,66.8,9.0
John Noonan,Labor,6039,33.2,-9.0
Seat,Darling Range
fp
Ian Thompson,Liberal,10373,61.1,2.5
Maura Howlett,Labor,4999,29.5,-11.9
Eric Tommey,Misc,1594,9.4,9.4
tcp
Ian Thompson,Liberal,11492,67.7,9.1
Maura Howlett,Labor,5474,32.3,-9.1
Seat,Dianella
fp
Keith Wilson,Labor,8521,46.0,-8.3
Terence Tyzack,Liberal,8177,44.1,-1.6
John Greathead,Misc,927,5.0,5.0
Allan Jones,Independent,914,4.9,4.9
tcp
Keith Wilson,Labor,9478,51.1,-3.2
Terence Tyzack,Liberal,9061,48.9,3.2
Seat,Eyre
fp
Julian Grill,Labor,4843,57.7,-13.7
Stephen Sprigg,Liberal,2673,31.8,9.1
Yvonne Hicks,Independent,461,5.5,5.5
Donald Green,Independent,418,5.0,5.0
tcp
Julian Grill,Labor,5138,61.2,-13.0
Stephen Sprigg,Liberal,3257,38.8,13.0
Seat,Floreat
fp
Andrew Mensaros,Liberal,11840,63.3,-1.6
Clyde Bevan,Labor,4242,22.7,-12.0
Jane King,Misc,1520,8.1,8.1
Georgina Beaumont,Democrats,1110,5.9,5.9
tcp
Andrew Mensaros,Liberal,13150,70.3,5.2
Clyde Bevan,Labor,5562,29.7,-5.2
Seat,Fremantle
fp
David Parker,Labor,7556,42.6,-26.8
Peter Cumins,Liberal,5367,30.3,-0.3
John Troy,Independent,2276,12.8,12.8
Mary Druskovich,Democrats,906,5.1,5.1
Dee Margetts,Misc,869,4.9,4.9
Jack Webb,Misc,745,4.2,4.2
tcp
David Parker,Labor,11058,62.4,-7.0
Peter Cumins,Liberal,6661,37.6,7.0
Seat,Geraldton
fp
Jeff Carr,Labor,4767,47.6,-2.8
Victor McCabe,Liberal,4361,43.5,-6.1
Mary Gould,Misc,889,8.9,8.9
tcp
Jeff Carr,Labor,5032,50.2,-0.2
Victor McCabe,Liberal,4985,49.8,0.2
Seat,Glendalough
fp
Carmen Lawrence,Labor,8852,49.6,-10.3
Gloria Hancock,Liberal,7109,39.9,1.8
Donald Gudgeon,Misc,1006,5.6,5.6
Clive Galletly,Independent,866,4.9,4.9
tcp
Carmen Lawrence,Labor,9773,54.8,-6.1
Gloria Hancock,Liberal,8060,45.2,6.1
Seat,Greenough
fp
Kevin Minson,Liberal,5416,54.4,-19.4
Frank O'Loughlin,Labor,2599,26.1,0.4
John Hutchinson,National,1948,19.5,18.0
tcp
Kevin Minson,Liberal,7102,71.3,-2.6
Frank O'Loughlin,Labor,2861,28.7,2.6
Seat,Helena
fp
Gordon Hill,Labor,8738,49.1,-13.2
Bob Greig,Liberal,7302,41.0,3.3
Cecil Morris,Misc,1393,7.8,7.8
Jack van Tongeren,Independent,375,2.1,2.1
tcp
Gordon Hill,Labor,9358,52.6,-9.7
Bob Greig,Liberal,8450,47.4,9.7
Seat,Jandakot
fp
Barry MacKinnon,Liberal,10504,59.55,4.29
William Lyon,Labor,5672,32.16,-10.96
Bryan Cortese,Misc,1092,6.2,6.2
Timothy Thies,Independent,370,2.1,2.1
tcp
Barry MacKinnon,Liberal,11387,64.56,8.84
William Lyon,Labor,6252,35.44,-8.84
Seat,Kalgoorlie
fp
Ian Taylor,Labor,5224,59.2,-18.1
Douglas Bowie,Liberal,2918,33.1,10.4
John Burt,Independent,378,4.3,4.3
Peter Girando,Independent,298,3.4,3.4
tcp
Ian Taylor,Labor,5414,61.4,-15.9
Douglas Bowie,Liberal,3404,38.6,15.9
Seat,Kenwick
fp
Judyth Watson,Labor,8286,49.5,-16.3
Joao Malta,Liberal,5739,34.3,0.1
William Meadwell,Misc,1412,8.4,8.4
Donald Bryant,Democrats,895,5.4,5.4
Jean Jeans,Independent,410,2.5,2.5
tcp
Judyth Watson,Labor,9533,56.9,-8.9
Joao Malta,Liberal,7209,43.1,8.9
Seat,Kimberley
fp
Ernie Bridge,Labor,5342,69.6,2.1
Maxine Reid,Liberal,2337,30.4,-2.1
tcp
Ernie Bridge,Labor,5342,69.6,2.1
Maxine Reid,Liberal,2337,30.4,-2.1
Seat,Kingsley
fp
Cheryl Edwardes,Liberal,8981,52.0,9.3
Mark Nolan,Labor,6706,38.9,-14.4
Francis Butler,Misc,925,5.4,5.4
Robert Gow,Independent,329,1.9,1.9
Jack Christensen,Independent,322,1.9,1.9
tcp
Cheryl Edwardes,Liberal,9944,57.6,12.9
Mark Nolan,Labor,7319,42.4,-12.9
Seat,Mandurah
fp
John Read,Labor,4012,46.1,-9.7
Roger Nicholls,Liberal,3974,45.7,7.0
Barbara Stark,Misc,711,8.2,8.2
tcp
Roger Nicholls,Liberal,4441,51.1,9.7
John Read,Labor,4256,48.9,-9.7
Seat,Marangaroo
fp
Ted Cunningham,Labor,9418,59.2,-16.3
William Lewis,Liberal,5188,32.6,12.2
James Wilson,Misc,1313,8.2,8.2
tcp
Ted Cunningham,Labor,9937,62.4,-15.2
William Lewis,Liberal,5982,37.6,15.2
Seat,Marmion
fp
Jim Clarko,Liberal,11324,56.7,7.8
Jonathan Davies,Labor,6016,30.1,-18.0
Eric Hammond,Misc,1426,7.1,7.1
Sharon McDonald,Greens,1194,6.0,6.0
tcp
Jim Clarko,Liberal,12837,64.3,13.9
Jonathan Davies,Labor,7123,35.7,-13.9
Seat,Maylands
fp
Peter Dowding,Labor,10575,56.1,-6.2
Peter Blaxell,Liberal,6255,33.2,1.2
John Redmond,Misc,825,4.4,4.4
Norman Heslington,Independent,593,3.2,3.2
Brian Peachey,Christian,404,2.1,2.1
Noel Sharp,Independent,195,1.0,1.0
tcp
Peter Dowding,Labor,11335,60.1,-5.1
Peter Blaxell,Liberal,7512,39.9,5.1
Seat,Melville
fp
Doug Shave,Liberal,8159,44.3,4.5
Barry Hodge,Labor,8159,44.3,-15.9
Paul Llewellyn,Greens,858,4.7,4.7
Leslie Sells,Misc,732,4.0,4.0
Bernard Putnin,Independent,508,2.8,2.8
tcp
Doug Shave,Liberal,9224,50.1,10.3
Barry Hodge,Labor,9192,49.9,-10.3
Seat,Merredin
fp
Hendy Cowan,National,8154,78.0,20.5
Michael Fitzpatrick,Labor,1887,18.0,0.6
Margaret Buegge,Independent,420,4.0,4.0
tcp
Hendy Cowan,National,8495,81.2,None
Michael Fitzpatrick,Labor,1966,18.8,None
Seat,Mitchell
fp
David Smith,Labor,5394,57.4,-5.5
Beverley Bradshaw,Liberal,4002,42.6,5.5
tcp
David Smith,Labor,5394,57.4,-5.5
Beverley Bradshaw,Liberal,4002,42.6,5.5
Seat,Moore
fp
Bill McNee,Liberal,5123,48.8,-4.3
Mort Schell,National,3148,30.0,0.3
John Mason,Labor,1854,17.7,0.5
Edna Smith,Independent,369,3.5,3.5
tcp
Bill McNee,Liberal,5506,52.5,-3.2
Mort Schell,National,4988,47.5,3.2
Seat,Morley
fp
Frank Donovan,Labor,10808,62.4,-5.2
David MacGregor,Liberal,6522,37.6,5.2
tcp
Frank Donovan,Labor,10808,62.4,-5.2
David MacGregor,Liberal,6522,37.6,5.2
Seat,Murray-Wellington
fp
Brian McLean,Liberal,4086,45.2,-1.3
Keith Read,Labor,3991,44.2,-7.2
Luna Gardiner,Independent,488,5.4,5.4
Terence Caraher,Independent,287,3.2,3.2
Susan Ishmael,Independent,183,2.0,2.0
tcp
Keith Read,Labor,4598,50.9,-1.5
Brian McLean,Liberal,4437,49.1,1.5
Seat,Nedlands
fp
Richard Court,Liberal,10824,59.5,-3.2
Ross Connell,Labor,4539,25.0,-12.0
Kevin Judd,Democrats,1616,8.9,8.9
Douglas Ratcliffe,Misc,1198,6.6,6.6
tcp
Richard Court,Liberal,12243,67.3,4.5
Ross Connell,Labor,5934,32.7,-4.5
Seat,Nollamara
fp
John Kobelke,Labor,7930,50.1,-17.4
William Stewart,Liberal,6994,44.2,12.9
Brian Lobascher,Democrats,913,5.8,5.8
tcp
John Kobelke,Labor,8497,53.7,-14.4
William Stewart,Liberal,7340,46.3,14.4
Seat,Northern Rivers
fp
Kevin Leahy,Labor,4392,50.6,-3.0
