schema_version,record_type,election,party,pollster,weighted_abs_error,error_weight,final_trend_median,new_house_effect_median,recent_poll_count
1,leave_one_out,2017wa,@TPP,Essential,1.5086353355473987,5.1289203336847216,,,
1,leave_one_out,2017wa,@TPP,Newspoll,1.5455593974603317,2.0493105935924887,,,
1,leave_one_out,2017wa,@TPP,Newspoll2,1.10430372991064,4.1290293493189107,,,
1,leave_one_out,2017wa,@TPP,ReachTEL,2.0532530390619228,4.961029081529281,,,
1,leave_one_out,2017wa,@TPP,SMS Morgan,1.5007820731046921,7.8793741877834194,,,
1,leave_one_out,2017wa,ALP FP,Essential,2.0907108977936315,4.7557333641650157,,,
1,leave_one_out,2017wa,ALP FP,Newspoll,2.3015792499998238,2.0134832126609248,,,
1,leave_one_out,2017wa,ALP FP,Newspoll2,2.5277041850604598,3.9834161628082567,,,
1,leave_one_out,2017wa,ALP FP,ReachTEL,2.2019871389669219,4.9194659095840318,,,
1,leave_one_out,2017wa,ALP FP,SMS Morgan,1.8933640475199904,6.786640111748711,,,
1,leave_one_out,2017wa,GRN FP,Essential,0.92922973242317597,5.8171242250193123,,,
1,leave_one_out,2017wa,GRN FP,Newspoll,1.9149594960892375,1.7338666984888298,,,
1,leave_one_out,2017wa,GRN FP,Newspoll2,0.60440150868114328,4.5398854793733685,,,
1,leave_one_out,2017wa,GRN FP,ReachTEL,2.1201402543505639,4.8997832817702429,,,
1,leave_one_out,2017wa,GRN FP,SMS Morgan,0.75507964029624797,8.2878149865732489,,,
1,leave_one_out,2017wa,LIB FP,Essential,1.7316337168852918,5.5193754269226778,,,
1,leave_one_out,2017wa,LIB FP,Newspoll,5.3901609908737829,0.80541913665108189,,,
1,leave_one_out,2017wa,LIB FP,Newspoll2,1.1580442962410331,3.7699809848983437,,,
1,leave_one_out,2017wa,LIB FP,ReachTEL,1.2086080112055808,5.0318853211838919,,,
1,leave_one_out,2017wa,LIB FP,SMS Morgan,1.6271930459171653,7.9959227390372725,,,
1,leave_one_out,2017wa,NAT FP,Essential,1.4271256569900583,5.2211017599830569,,,
1,leave_one_out,2017wa,NAT FP,Newspoll,1.8293787406602613,2.0851422815532197,,,
1,leave_one_out,2017wa,NAT FP,Newspoll2,0.54105173803099726,4.4919955679785986,,,
1,leave_one_out,2017wa,NAT FP,ReachTEL,1.0757451686153792,5.3862296205916502,,,
1,leave_one_out,2017wa,NAT FP,SMS Morgan,1.150674689330982,7.7394403042250906,,,
1,leave_one_out,2017wa,ONP FP,Essential,2.5521261326648741,1.4822947818481886,,,
1,leave_one_out,2017wa,ONP FP,Newspoll2,1.5888840986917856,1.3297365006707109,,,
1,leave_one_out,2017wa,ONP FP,ReachTEL,2.0138615188496618,2.3729330146436496,,,
1,leave_one_out,2017wa,ONP FP,SMS Morgan,0.34033413350263869,0.087535367163300529,,,
1,leave_one_out,2017wa,OTH FP,Essential,1.3501002676671865,5.3331201311428522,,,
1,leave_one_out,2017wa,OTH FP,Newspoll,2.1152411855499227,2.5511735695982818,,,
1,leave_one_out,2017wa,OTH FP,Newspoll2,2.7639158502804579,3.8063072260055635,,,
1,leave_one_out,2017wa,OTH FP,ReachTEL,2.0730355237000082,4.5574261867707593,,,
1,leave_one_out,2017wa,OTH FP,SMS Morgan,1.7652888072433648,7.3703854424774287,,,
1,bias_trend,2017wa,@TPP,,,,53.746000000000002,,
1,bias_trend,2017wa,ALP FP,,,,40.094999999999999,,
1,bias_trend,2017wa,GRN FP,,,,8.0429999999999993,,
1,bias_trend,2017wa,LIB FP,,,,32.091000000000001,,
1,bias_trend,2017wa,NAT FP,,,,5.4880000000000004,,
1,bias_trend,2017wa,ONP FP,,,,7.8209999999999997,,
1,bias_trend,2017wa,OTH FP,,,,14.178000000000001,,
1,bias_pollster,2017wa,@TPP,Essential,,,,0.39800000000000002,3
1,bias_pollster,2017wa,@TPP,Galaxy,,,,0.27000000000000002,1
1,bias_pollster,2017wa,@TPP,Newspoll,,,,0.13300000000000001,0
1,bias_pollster,2017wa,@TPP,Newspoll2,,,,0.81999999999999995,3
1,bias_pollster,2017wa,@TPP,ReachTEL,,,,-1.9690000000000001,6
1,bias_pollster,2017wa,@TPP,SMS Morgan,,,,0.052999999999999999,1
1,bias_pollster,2017wa,ALP FP,Essential,,,,-0.22700000000000001,3
1,bias_pollster,2017wa,ALP FP,Galaxy,,,,0.26800000000000002,1
1,bias_pollster,2017wa,ALP FP,Newspoll,,,,-0.441,0
1,bias_pollster,2017wa,ALP FP,Newspoll2,,,,1.6899999999999999,3
1,bias_pollster,2017wa,ALP FP,ReachTEL,,,,-0.46100000000000002,6
1,bias_pollster,2017wa,ALP FP,SMS Morgan,,,,-0.68100000000000005,1
1,bias_pollster,2017wa,GRN FP,Essential,,,,0.40400000000000003,3
1,bias_pollster,2017wa,GRN FP,Galaxy,,,,-0.26400000000000001,1
1,bias_pollster,2017wa,GRN FP,Newspoll,,,,0.35199999999999998,0
1,bias_pollster,2017wa,GRN FP,Newspoll2,,,,-0.39700000000000002,3
1,bias_pollster,2017wa,GRN FP,ReachTEL,,,,-1.1220000000000001,6
1,bias_pollster,2017wa,GRN FP,SMS Morgan,,,,0.94199999999999995,1
1,bias_pollster,2017wa,LIB FP,Essential,,,,-0.77900000000000003,3
1,bias_pollster,2017wa,LIB FP,Galaxy,,,,-0.060999999999999999,1
1,bias_pollster,2017wa,LIB FP,Newspoll,,,,-0.45800000000000002,0
1,bias_pollster,2017wa,LIB FP,Newspoll2,,,,-0.20699999999999999,3
1,bias_pollster,2017wa,LIB FP,ReachTEL,,,,2.0249999999999999,6
1,bias_pollster,2017wa,LIB FP,SMS Morgan,,,,-0.17599999999999999,1
1,bias_pollster,2017wa,NAT FP,Essential,,,,-0.14899999999999999,3
1,bias_pollster,2017wa,NAT FP,Galaxy,,,,-0.109,1
1,bias_pollster,2017wa,NAT FP,Newspoll,,,,0.085000000000000006,0
1,bias_pollster,2017wa,NAT FP,Newspoll2,,,,-0.214,3
1,bias_pollster,2017wa,NAT FP,ReachTEL,,,,0.41799999999999998,6
1,bias_pollster,2017wa,NAT FP,SMS Morgan,,,,0.014999999999999999,1
1,bias_pollster,2017wa,ONP FP,Essential,,,,0.27100000000000002,2
1,bias_pollster,2017wa,ONP FP,Galaxy,,,,-0.079000000000000001,1
1,bias_pollster,2017wa,ONP FP,Newspoll2,,,,0.16400000000000001,2
1,bias_pollster,2017wa,ONP FP,ReachTEL,,,,-0.10000000000000001,4
