2022,fed,Newspoll2,Essential,Ipsos
2019,fed,Newspoll2,Essential,ReachTEL,Galaxy
2016,fed,ReachTEL,Galaxy
2013,fed,Newspoll,Nielsen,Galaxy
2010,fed,Newspoll,Nielsen,Galaxy
2007,fed,Newspoll,Nielsen,Galaxy
2004,fed,Newspoll,Nielsen
2023,nsw,Newspoll2,ResolvePM,Galaxy,ReachTEL,Essential
2019,nsw,Newspoll2,Galaxy,ReachTEL,Essential
2015,nsw,Galaxy,ReachTEL
2011,nsw,Newspoll,Galaxy,Nielsen
2007,nsw,Newspoll,Galaxy,Nielsen
2022,vic,Galaxy,Newspoll2,ResolvePM,Essential
2018,vic,Galaxy,Newspoll2,ReachTEL
2014,vic,Galaxy,Newspoll,ReachTEL
2010,vic,Newspoll,Nielsen,Galaxy
2006,vic,Newspoll,Nielsen
2020,qld,Newspoll2,Galaxy
2017,qld,Newspoll2,Galaxy,Essential,ReachTEL
2015,qld,Newspoll,Galaxy,ReachTEL,Essential
2012,qld,Newspoll,Galaxy
2009,qld,Newspoll,Galaxy
2006,qld,Newspoll
2021,wa,Newspoll2
2017,wa,Newspoll2,Galaxy,Essential,ReachTEL
2013,wa,Newspoll,Galaxy,Westpoll
2008,wa,Newspoll,Westpoll
2022,sa,Newspoll2,Galaxy,Essential
2018,sa,Newspoll2,Galaxy,Essential,ReachTEL
2014,sa,Newspoll,Galaxy,Advertiser
2010,sa,Newspoll,Galaxy,Advertiser
2006,sa,Newspoll,Advertiser
