MidDate,Firm,Brand,@TPP,LNP FP,ALP FP,GRN FP,ONP FP,NXT FP,UAP FP,DEM FP,DLP FP,OTH FP,GLApp,GLDis,Comments
1996-10-05,Nielsen,,45,48,35,3,#N/A,#N/A,#N/A,8,#N/A,7,57,31,
1996-10-06,Morgan Phone,,45.5,49,34,3.5,#N/A,#N/A,#N/A,9,#N/A,4.5,,,
1996-10-09,F2F Morgan,,#N/A,43,39.5,3.5,#N/A,#N/A,#N/A,8,#N/A,6,,,
1996-10-12,Newspoll,,#N/A,50,37,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,55,32,
1996-10-24,Morgan Phone,,42,49.5,33,2.5,#N/A,#N/A,#N/A,7,#N/A,8,,,
1996-10-26,Newspoll,,#N/A,51,34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,54,33,
1996-10-27,F2F Morgan,,#N/A,42,40,3.5,#N/A,#N/A,#N/A,7.5,#N/A,7,,,
1996-11-02,Nielsen,,44,48,34,4,#N/A,#N/A,#N/A,6,#N/A,9,,,
1996-11-03,Morgan Phone,,43.5,49,34,3,#N/A,#N/A,#N/A,8,#N/A,6,,,
1996-11-06,F2F Morgan,,#N/A,43.5,38,4,#N/A,#N/A,#N/A,7.5,#N/A,7,,,
1996-11-09,Newspoll,,#N/A,51,34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,55,31,
1996-11-17,Morgan Phone,,44,48,35,2.5,#N/A,#N/A,#N/A,8.5,#N/A,6,,,
1996-11-20,F2F Morgan,,#N/A,43.5,38.5,3.5,#N/A,#N/A,#N/A,7.5,#N/A,7,,,
1996-11-23,Newspoll,,#N/A,49,36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,55,34,
1996-11-30,Nielsen,,46,47,37,3,#N/A,#N/A,#N/A,6,#N/A,7,,,
1996-12-01,Morgan Phone,,44.5,48,35,2.5,#N/A,#N/A,#N/A,8,#N/A,6.5,,,
1996-12-04,F2F Morgan,,#N/A,44,38,4,#N/A,#N/A,#N/A,7.5,#N/A,6.5,,,
1996-12-07,Newspoll,,#N/A,48,39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,51,35,
1996-12-14,Newspoll,,#N/A,48,36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,53,35,
1996-12-15,Morgan Phone,,45.5,48,36.5,2,#N/A,#N/A,#N/A,7.5,#N/A,6,,,
1996-12-18,F2F Morgan,,#N/A,43.5,38,4,#N/A,#N/A,#N/A,7,#N/A,7.5,,,
1997-01-12,Morgan Phone,,43,49.5,34.5,2,#N/A,#N/A,#N/A,6.5,#N/A,7.5,,,
1997-01-15,F2F Morgan,,#N/A,44.5,36,4,#N/A,#N/A,#N/A,8.5,#N/A,7,,,
1997-01-18,Newspoll,,#N/A,49,38,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13,50,36,
1997-01-18,Nielsen,,47,44,35,3,#N/A,#N/A,#N/A,10,#N/A,8,,,
1997-01-26,Morgan Phone,,43.5,49,32.5,3,#N/A,#N/A,#N/A,10.5,#N/A,5,,,
1997-01-29,F2F Morgan,,#N/A,44.5,37.5,3.5,#N/A,#N/A,#N/A,8,#N/A,6.5,,,
1997-02-01,Newspoll,,#N/A,45,40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,52,34,
1997-02-09,Morgan Phone,,46.5,46,36,4,#N/A,#N/A,#N/A,7,#N/A,7,,,
1997-02-12,F2F Morgan,,#N/A,44,37,4,#N/A,#N/A,#N/A,8,#N/A,7,,,
1997-02-15,Newspoll,,#N/A,45,38,3,#N/A,#N/A,#N/A,5,#N/A,9,49,38,
1997-02-15,Nielsen,,46,46,36,4,#N/A,#N/A,#N/A,8,#N/A,6,,,
1997-02-23,Morgan Phone,,45.5,47,36,2.5,#N/A,#N/A,#N/A,7.5,#N/A,7,,,
1997-02-26,F2F Morgan,,#N/A,44.5,39,3,#N/A,#N/A,#N/A,7.5,#N/A,6,,,
1997-03-01,Newspoll,,#N/A,49,36,2,#N/A,#N/A,#N/A,6,#N/A,7,51,36,
1997-03-09,Morgan Phone,,42.5,50,34.5,2,#N/A,#N/A,#N/A,7.5,#N/A,6,,,
1997-03-12,F2F Morgan,,#N/A,42.5,38.5,3.5,#N/A,#N/A,#N/A,8,#N/A,7.5,,,
1997-03-15,Newspoll,,#N/A,49,37,3,#N/A,#N/A,#N/A,4,#N/A,7,52,35,
1997-03-20,Morgan Phone,,44.5,49.5,35.5,1.5,#N/A,#N/A,#N/A,6.5,#N/A,7,,,
1997-03-23,F2F Morgan,,#N/A,43,39,3.5,#N/A,#N/A,#N/A,7.5,#N/A,7,,,
1997-03-26,Morgan Phone,,47,43.5,35,4,#N/A,#N/A,#N/A,10,#N/A,7.5,,,
1997-03-30,F2F Morgan,,#N/A,43,38,3.5,#N/A,#N/A,#N/A,7,#N/A,8.5,,,
1997-04-05,Newspoll,,#N/A,47,37,2,1,#N/A,#N/A,5,#N/A,8,49,37,
1997-04-06,Morgan Phone,,44.5,48,35.5,3,#N/A,#N/A,#N/A,7,#N/A,6.5,,,
1997-04-09,F2F Morgan,,#N/A,41,39,3,#N/A,#N/A,#N/A,8.5,#N/A,8.5,,,
1997-04-12,Nielsen,,47,43,35,3,#N/A,#N/A,#N/A,8,#N/A,11,,,
1997-04-19,Newspoll,,#N/A,45,37,2,4,#N/A,#N/A,4,#N/A,8,44,43,
1997-04-20,Morgan Phone,,48,40,34.5,3,10,#N/A,#N/A,7.5,#N/A,5,,,
1997-04-23,F2F Morgan,,#N/A,41.5,36,3.5,4,#N/A,#N/A,7,#N/A,8,,,
1997-04-26,Nielsen,,48,44,36,3,#N/A,#N/A,#N/A,8,#N/A,10,,,
1997-05-03,Newspoll,,#N/A,41,39,2,7,#N/A,#N/A,5,#N/A,6,45,40,
1997-05-03,Nielsen,,50,38,34,4,10,#N/A,#N/A,8,#N/A,5,,,
1997-05-04,Morgan Phone,,44.5,42,30,2.5,13.5,#N/A,#N/A,6,#N/A,6,,,
1997-05-04,F2F Morgan,,#N/A,38.5,34.5,3,11.5,#N/A,#N/A,7.5,#N/A,5,,,
1997-05-10,Newspoll,,#N/A,40,39,2,9,#N/A,#N/A,4,#N/A,6,41,43,
1997-05-13,Morgan Phone,,48.5,38.5,35.5,2.5,12.5,#N/A,#N/A,6,#N/A,5,,,
1997-05-14,F2F Morgan,,#N/A,34.5,37,3.5,12.5,#N/A,#N/A,8,#N/A,4.5,,,
1997-05-17,Newspoll,,#N/A,41,37,2,9,#N/A,#N/A,4,#N/A,7,37,48,
1997-05-22,Morgan Phone,,45,41.5,32.5,2.5,12,#N/A,#N/A,6,#N/A,5.5,,,
1997-05-24,Nielsen,,50,39,35,4,12,#N/A,#N/A,5,#N/A,4,,,
1997-05-25,F2F Morgan,,#N/A,36,38,3,12,#N/A,#N/A,6,#N/A,5,,,
1997-05-31,Newspoll,,#N/A,43,37,1,7,#N/A,#N/A,5,#N/A,7,42,46,
1997-06-01,Morgan Phone,,45,41.5,34,3,9,#N/A,#N/A,8.5,#N/A,4,,,
1997-06-04,F2F Morgan,,#N/A,38,36.5,3.5,10.5,#N/A,#N/A,7,#N/A,4.5,,,
1997-06-14,Newspoll,,#N/A,44,36,2,7,#N/A,#N/A,3,#N/A,8,42,44,
1997-06-15,Morgan Phone,,45.5,42,34,2.5,11,#N/A,#N/A,6.5,#N/A,4,,,
1997-06-18,F2F Morgan,,#N/A,39,36,3,10,#N/A,#N/A,7.5,#N/A,4.5,,,
1997-06-28,Newspoll,,#N/A,42,37,2,6,#N/A,#N/A,6,#N/A,7,40,47,
1997-06-29,Morgan Phone,,48,40.5,34,3,10,#N/A,#N/A,7.5,#N/A,5,,,
1997-07-02,F2F Morgan,,#N/A,36.5,37.5,3.5,10,#N/A,#N/A,7,#N/A,5.5,,,
1997-07-12,Newspoll,,#N/A,42,40,2,6,#N/A,#N/A,4,#N/A,6,40,48,
1997-07-13,Morgan Phone,,48,42,35.5,3.5,8,#N/A,#N/A,6.5,#N/A,4.5,,,
1997-07-16,F2F Morgan,,#N/A,38,37,3,10,#N/A,#N/A,6.5,#N/A,5.5,,,
1997-07-26,Newspoll,,#N/A,42,36,3,7,#N/A,#N/A,5,#N/A,7,44,45,
1997-07-27,Morgan Phone,,49,40.5,36,3.5,8,#N/A,#N/A,8,#N/A,4,,,
1997-07-30,F2F Morgan,,#N/A,36.5,38,4,9.5,#N/A,#N/A,7.5,#N/A,4.5,,,
1997-08-07,Morgan Phone,,54.5,35,40.5,1.5,10,#N/A,#N/A,9,#N/A,4,,,
1997-08-09,Newspoll,,#N/A,43,37,2,6,#N/A,#N/A,4,#N/A,8,42,46,
1997-08-10,F2F Morgan,,#N/A,34.5,38.5,4,10,#N/A,#N/A,8,#N/A,5,,,
1997-08-15,Morgan Phone,,46.5,43,33,3,8,#N/A,#N/A,7.5,#N/A,5.5,,,
1997-08-16,Nielsen,,51,39,38,3,9,#N/A,#N/A,7,#N/A,5,46,43,
1997-08-17,F2F Morgan,,#N/A,38.5,37,2.5,10,#N/A,#N/A,7.5,#N/A,4.5,,,
1997-08-23,Newspoll,,#N/A,42,39,2,5,#N/A,#N/A,5,#N/A,7,38,50,
1997-08-24,Morgan Phone,,49,40.5,36.5,3,8,#N/A,#N/A,7,#N/A,5,,,
1997-08-27,F2F Morgan,,#N/A,37.5,37.5,3.5,9,#N/A,#N/A,7.5,#N/A,5,,,
1997-09-06,Newspoll,,#N/A,41,40,3,4,#N/A,#N/A,5,#N/A,7,42,47,
1997-09-07,Morgan Phone,,48.5,41.5,36,2,8.5,#N/A,#N/A,7.5,#N/A,4.5,,,
1997-09-10,F2F Morgan,,#N/A,36.5,40,3.5,8,#N/A,#N/A,7.5,#N/A,4.5,,,
1997-09-18,Morgan Phone,,48,41,37,3.5,8,#N/A,#N/A,6.5,#N/A,4,,,
1997-09-20,Newspoll,,#N/A,43,37,2,4,#N/A,#N/A,6,#N/A,8,42,47,
1997-09-21,F2F Morgan,,#N/A,37.5,38.5,4.5,8,#N/A,#N/A,6.5,#N/A,5,,,
1997-09-25,Morgan Phone,,50,41.5,40,2,8,#N/A,#N/A,6,#N/A,2.5,,,
1997-09-27,Newspoll,,#N/A,42,37,1,5,#N/A,#N/A,5,#N/A,10,36,51,
1997-09-28,F2F Morgan,,#N/A,37.5,40.5,3.5,6.5,#N/A,#N/A,7,#N/A,5,,,
1997-10-05,Morgan Phone,,42.5,46.5,32,2,7.5,#N/A,#N/A,8.5,#N/A,3.5,,,
1997-10-08,F2F Morgan,,#N/A,38,38.5,3.5,6.5,#N/A,#N/A,8.5,#N/A,5,,,
1997-10-11,Newspoll,,#N/A,43,39,2,3,#N/A,#N/A,5,#N/A,8,40,50,
1997-10-11,Nielsen,,50,40,36,3,7,#N/A,#N/A,7,#N/A,6,46,42,
1997-10-16,Morgan Phone,,53,38,42.5,1.5,6,#N/A,#N/A,6.5,#N/A,5.5,,,
1997-10-17,Quadrant,,#N/A,37,54,#N/A,#N/A,#N/A,#N/A,4,#N/A,4,,,
1997-10-18,Newspoll,,#N/A,39,45,1,3,#N/A,#N/A,5,#N/A,7,31,56,
1997-10-18,Nielsen,,53,38,42,3,6,#N/A,#N/A,6,#N/A,5,45,46,
1997-10-19,F2F Morgan,,#N/A,35.5,44,3,7.5,#N/A,#N/A,5.5,#N/A,4.5,,,
1997-10-25,Newspoll,,#N/A,39,45,1,2,#N/A,#N/A,4,#N/A,9,32,56,
1997-10-26,Morgan Phone,,53.5,38.5,43.5,2,6,#N/A,#N/A,6,#N/A,4,,,
1997-10-29,F2F Morgan,,#N/A,33.5,45.5,3,7.5,#N/A,#N/A,5.5,#N/A,5,,,
1997-11-08,Newspoll,,#N/A,39,43,2,3,#N/A,#N/A,4,#N/A,9,33,56,
1997-11-09,Morgan Phone,,53.5,38.5,43.5,2.5,4.5,#N/A,#N/A,6,#N/A,5,,,
1997-11-12,F2F Morgan,,#N/A,35,42.5,3.5,7.5,#N/A,#N/A,6,#N/A,5.5,,,
1997-11-22,Newspoll,,#N/A,37,45,2,4,#N/A,#N/A,3,#N/A,9,35,54,
1997-11-22,Nielsen,,54,36,42,4,7,#N/A,#N/A,5,#N/A,6,41,51,
1997-11-23,Morgan Phone,,54.5,37.5,46,2.5,4.5,#N/A,#N/A,6,#N/A,3.5,,,
1997-11-26,F2F Morgan,,#N/A,35,44.5,3.5,6.5,#N/A,#N/A,5.5,#N/A,5,,,
1997-12-06,Newspoll,,#N/A,40,44,2,2,#N/A,#N/A,5,#N/A,7,36,54,
1997-12-07,Morgan Phone,,48.5,43,41,2.5,5,#N/A,#N/A,5.5,#N/A,3,,,
1997-12-10,F2F Morgan,,#N/A,34,45,3,7,#N/A,#N/A,6,#N/A,5,,,
1997-12-13,Newspoll,,#N/A,41,41,3,3,#N/A,#N/A,5,#N/A,7,,,
1998-01-11,Morgan Phone,,52,41.5,41.5,3,5.5,#N/A,#N/A,5,#N/A,3.5,,,
1998-01-14,F2F Morgan,,#N/A,36.5,42.5,3,7.5,#N/A,#N/A,5.5,#N/A,5,,,
1998-01-17,Newspoll,,#N/A,42,43,1,3,#N/A,#N/A,4,#N/A,7,36,53,
1998-01-25,Morgan Phone,,52.5,39.5,44.5,2.5,5.5,#N/A,#N/A,5,#N/A,3,,,
1998-01-28,F2F Morgan,,#N/A,36,43,3.5,6.5,#N/A,#N/A,5.5,#N/A,5.5,,,
1997-01-31,Newspoll,,#N/A,44,40,1,4,#N/A,#N/A,4,#N/A,7,37,48,
1998-01-31,Nielsen,,56,37,45,3,5,#N/A,#N/A,5,#N/A,4,44,44,
1998-02-08,Morgan Phone,,52.5,39.5,43,2,5.5,#N/A,#N/A,6,#N/A,4,,,
1998-02-11,F2F Morgan,,#N/A,35.5,44.5,3,5.5,#N/A,#N/A,6,#N/A,5.5,,,
1998-02-13,Quadrant,,,40,48,#N/A,3,#N/A,#N/A,5,#N/A,4,,,
1998-02-14,Newspoll,,#N/A,40,43,4,3,#N/A,#N/A,3,#N/A,7,43,46,
1998-02-22,Morgan Phone,,51,40.5,44.5,2,4.5,#N/A,#N/A,4.5,#N/A,4,,,
1998-02-25,F2F Morgan,,#N/A,37,42.5,3,5.5,#N/A,#N/A,6,#N/A,6,,,
1998-02-28,Newspoll,,#N/A,40,45,2,3,#N/A,#N/A,3,#N/A,7,40,49,
1998-03-01,Nielsen,,52,38,40,3,6,#N/A,#N/A,6,#N/A,6,47,40,
1998-03-08,Morgan Phone,,50,41.5,41.5,2,4.5,#N/A,#N/A,5,#N/A,5.5,,,
1998-03-12,F2F Morgan,,50,37.5,41.5,3.5,6,#N/A,#N/A,6,#N/A,5.5,,,
1998-03-14,Newspoll,,#N/A,40,44,2,2,#N/A,#N/A,3,#N/A,9,34,54,
1998-03-22,Morgan Phone,,50.5,42,40,3,5,#N/A,#N/A,4.5,#N/A,5.5,,,
1998-03-25,F2F Morgan,,50.5,35.5,42.5,3,7,#N/A,#N/A,6,#N/A,6,,,
1998-03-28,Newspoll,,#N/A,41,41,2,4,#N/A,#N/A,2,#N/A,10,35,53,
1998-03-28,Nielsen,,52,40,41,3,6,#N/A,#N/A,6,#N/A,5,41,48,
1998-04-05,Morgan Phone,,50,41.5,40,2.5,6,#N/A,#N/A,5.5,#N/A,4.5,,,
1998-04-08,F2F Morgan,,50,34,43.5,4,7,#N/A,#N/A,6.5,#N/A,5,,,
1998-04-10,Quadrant,,#N/A,37,49,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14,,,
1998-04-16,Morgan Phone,,47,43,36,3.5,4.5,#N/A,#N/A,7.5,#N/A,5.5,,,
1998-04-18,Newspoll,,#N/A,41,41,2,4,#N/A,#N/A,4,#N/A,8,35,52,
1998-04-18,Nielsen,,52,38,41,2,9,#N/A,#N/A,4,#N/A,6,,,
1998-04-19,F2F Morgan,,#N/A,35.5,41.5,3.5,8,#N/A,#N/A,5,#N/A,6.5,,,
1998-04-23,Morgan Phone,,53.5,38.5,42,3.5,6.5,#N/A,#N/A,5.5,#N/A,4,,,
1998-04-26,F2F Morgan,,#N/A,37.5,41,3,8,#N/A,#N/A,6,#N/A,4.5,,,
1998-04-30,Morgan Phone,,50.5,41,41.5,3,6,#N/A,#N/A,5,#N/A,3.5,,,
1998-05-02,Newspoll,,#N/A,43,41,2,4,#N/A,#N/A,3,#N/A,7,37,51,
1998-05-03,F2F Morgan,,#N/A,36.5,40.5,4,7,#N/A,#N/A,6,#N/A,6,,,
1998-05-10,Morgan Phone,,51.5,42,42,2.5,4,#N/A,#N/A,5.5,#N/A,4,,,
1998-05-13,F2F Morgan,,51.5,36,42,3.5,7,#N/A,#N/A,6.5,#N/A,5,,,
1998-05-16,Newspoll,,#N/A,46,39,2,4,#N/A,#N/A,3,#N/A,6,42,47,
1998-05-23,Nielsen,,52,39,41,3,7,#N/A,#N/A,4,#N/A,6,46,44,
1998-05-24,Morgan Phone,,53,39.5,43.5,3,6,#N/A,#N/A,4.5,#N/A,3.5,,,
1998-05-27,F2F Morgan,,53,37,40.5,3.5,9.5,#N/A,#N/A,5.5,#N/A,4,,,
1998-05-30,Newspoll,,#N/A,43,40,1,7,#N/A,#N/A,3,#N/A,6,39,50,
1998-06-07,Morgan Phone,,51.5,39.5,40.5,2.5,9.5,#N/A,#N/A,5,#N/A,3,,,
1998-06-10,F2F Morgan,,51.5,36,41,4,10.5,#N/A,#N/A,4.5,#N/A,4,,,
1998-06-13,Newspoll,,#N/A,37,40,2,11,#N/A,#N/A,3,#N/A,7,34,56,
1998-06-18,Morgan Phone,,53,35,39.5,2.5,14.5,#N/A,#N/A,5,#N/A,3.5,,,
1998-06-20,Nielsen,,56,34,42,3,12,#N/A,#N/A,4,#N/A,4,40,50,
1998-06-21,F2F Morgan,,53,34,38.5,3.5,13.5,#N/A,#N/A,5.5,#N/A,5,,,
1998-06-27,Newspoll,,#N/A,34,45,1,13,#N/A,#N/A,2,#N/A,5,28,59,
1998-06-28,Morgan Phone,,53.5,35,42,2,12,#N/A,#N/A,4,#N/A,5,,,
1998-07-08,F2F Morgan,,57.5,32,42.5,2.5,14.5,#N/A,#N/A,4.5,#N/A,4,,,
1998-07-11,Newspoll,,#N/A,37,40,2,11,#N/A,#N/A,2,#N/A,8,30,56,
1998-07-18,Nielsen,,56,34,39,4,14,#N/A,#N/A,4,#N/A,5,39,50,
1998-07-22,F2F Morgan,,56,33,41,2.5,14,#N/A,#N/A,4.5,#N/A,5,,,
1998-07-25,Newspoll,,#N/A,35,41,2,12,#N/A,#N/A,3,#N/A,7,30,57,
1998-08-05,F2F Morgan,,58,33,44,2,13.5,#N/A,#N/A,5,#N/A,5,,,
1998-08-08,Newspoll,,#N/A,39,39,2,11,#N/A,#N/A,3,#N/A,6,37,52,
1998-08-14,Quadrant,,#N/A,41,42,#N/A,10,#N/A,#N/A,#N/A,#N/A,7,,,
1998-08-15,Newspoll,,#N/A,44,39,1,7,#N/A,#N/A,4,#N/A,5,42,46,
1998-08-15,Nielsen,,52,40,41,2,10,#N/A,#N/A,4,#N/A,3,47,44,
1998-08-16,F2F Morgan,,54.5,41,43.5,2,10,#N/A,#N/A,4,#N/A,3.5,,,
1998-08-23,F2F Morgan,,54.5,35.5,43,2.5,11,#N/A,#N/A,4.5,#N/A,3.5,,,
1998-08-28,Quadrant,,51,41,43,#N/A,7,#N/A,#N/A,5,#N/A,4,,,
1998-08-29,Newspoll,,#N/A,40,40,2,10,#N/A,#N/A,3,#N/A,5,38,51,
1998-08-30,F2F Morgan,,55.5,39,42,3,9,#N/A,#N/A,4.5,#N/A,4.5,,,
1998-09-01,Nielsen,,51,43,42,1,8,#N/A,#N/A,3,#N/A,3,49,42,
1998-09-05,Newspoll,,51.5,41.5,41.5,2,7.5,#N/A,#N/A,5,#N/A,2.5,41,47,
1998-09-06,F2F Morgan,,54.5,40.5,43,3,9.5,#N/A,#N/A,3.5,#N/A,3.5,,,
1998-09-09,Nielsen,,49,43,39,2,8,#N/A,#N/A,4,#N/A,3,49,42,
1998-09-12,Newspoll,,53,42,44,2,7,#N/A,#N/A,3,#N/A,2,40,51,
1998-09-13,F2F Morgan,,55,41.5,44.5,1.5,8.5,#N/A,#N/A,4,#N/A,3,,,
1998-09-16,Nielsen,,52,42,43,2,8,#N/A,#N/A,3,#N/A,3,50,43,
1998-09-19,Newspoll,,52,42,43,2,6,#N/A,#N/A,4,#N/A,3,45,46,
1998-09-20,F2F Morgan,,55.5,42,46.5,2.5,7,#N/A,#N/A,4.5,#N/A,2,,,
1998-09-24,Quadrant,,50,41,42,#N/A,8,#N/A,#N/A,5,#N/A,4,,,
1998-09-23,Nielsen,,52,41,43,2,7,#N/A,#N/A,5,#N/A,3,,,
1998-09-24,Morgan Phone,,50.5,47,39,3,6,#N/A,#N/A,6,#N/A,3,,,
1998-09-26,Newspoll,,51,43,42,2,7,#N/A,#N/A,4,#N/A,2,46,45,
1998-09-27,F2F Morgan,,52,39,42.5,3,7,#N/A,#N/A,5.5,#N/A,3,,,
1998-09-29,Quadrant,,51,41,43,2,6,#N/A,#N/A,6,#N/A,4,,,
1998-09-29,Nielsen,,50,42,40,2,9,#N/A,#N/A,5,#N/A,3,,,
1998-10-01,Newspoll,,53,40,44,2,7,#N/A,#N/A,5,#N/A,2,44,48,
1998-10-01,Nielsen,,50,42,40,2,7,#N/A,#N/A,5,#N/A,3,,,
1998-10-01,ARS,,50,40,38,3,7,#N/A,#N/A,9,#N/A,3,,,
1998-10-03,Morgan Phone,,50,41,40.5,3,6.5,#N/A,#N/A,6.5,#N/A,2.5,,,
1998-10-14,F2F Morgan,,51,45.5,41,2.5,5.5,#N/A,#N/A,9,#N/A,1.5,,,
1998-10-17,Newspoll,,#N/A,47,39,2,4,#N/A,#N/A,7,#N/A,1,51,39,
1998-10-28,F2F Morgan,,54.5,42,43.5,2.5,6,#N/A,#N/A,7.5,#N/A,2.5,,,
1998-10-31,Newspoll,,#N/A,40,43,3,4,#N/A,#N/A,7,#N/A,3,45,42,
1998-11-11,F2F Morgan,,52.5,45,42.5,2.5,5,#N/A,#N/A,6.5,#N/A,2.5,,,
1998-11-14,Newspoll,,#N/A,45,40,2,5,#N/A,#N/A,6,#N/A,2,48,41,
1998-11-25,F2F Morgan,,55,42,44.5,2,5.5,#N/A,#N/A,7,#N/A,3,,,
1998-11-28,Newspoll,,#N/A,45,41,2,5,#N/A,#N/A,4,#N/A,3,45,41,
1998-12-04,Quadrant,,#N/A,39,50,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11,,,
1998-12-09,F2F Morgan,,52,45.5,41.5,3.5,6,#N/A,#N/A,6.5,#N/A,1.5,,,
1998-12-12,Newspoll,,#N/A,46,38,3,4,#N/A,#N/A,6,#N/A,3,49,40,
1999-01-13,F2F Morgan,,54,44,43.5,2,5,#N/A,#N/A,7.5,#N/A,2.5,,,
1999-01-16,Newspoll,,#N/A,47,38,3,4,#N/A,#N/A,4,#N/A,4,50,36,
1999-01-27,F2F Morgan,,53.5,44.5,43.5,2.5,5.5,#N/A,#N/A,6,#N/A,2.5,,,
1999-01-30,Newspoll,,#N/A,46,40,2,5,#N/A,#N/A,6,#N/A,1,47,40,
1999-02-10,F2F Morgan,,52,46,42,3,3,#N/A,#N/A,7.5,#N/A,2.5,,,
1999-02-13,Newspoll,,#N/A,46,42,2,2,#N/A,#N/A,5,#N/A,3,50,36,
1999-02-24,F2F Morgan,,51,46.5,41,3,4.5,#N/A,#N/A,7,#N/A,2.5,,,
1999-02-26,Nielsen,,49,44,38,4,4,#N/A,#N/A,7,#N/A,3,52,37,
1999-02-27,Newspoll,,#N/A,47,41,2,2,#N/A,#N/A,5,#N/A,3,49,38,
1999-03-10,F2F Morgan,,55.5,42.5,43.5,3.5,5,#N/A,#N/A,6.5,#N/A,4,,,
1999-03-13,Newspoll,,#N/A,43,43,3,3,#N/A,#N/A,5,#N/A,3,47,40,
1999-03-24,F2F Morgan,,54,44,43.5,2,4.5,#N/A,#N/A,7.5,#N/A,3,,,
1999-03-27,Newspoll,,#N/A,43,43,2,4,#N/A,#N/A,6,#N/A,2,48,39,
1999-04-07,F2F Morgan,,55,42.5,43,3,6,#N/A,#N/A,7.5,#N/A,2.5,,,
1999-04-10,Newspoll,,#N/A,44,42,3,3,#N/A,#N/A,4,#N/A,4,50,38,
1999-04-10,Nielsen,,51,41,39,4,5,#N/A,#N/A,7,#N/A,5,54,35,
1999-04-21,F2F Morgan,,55,42.5,45,3,5.5,#N/A,#N/A,5.5,#N/A,3,,,
1999-05-01,Newspoll,,#N/A,41,43,3,3,#N/A,#N/A,6,#N/A,4,43,44,
1999-05-05,F2F Morgan,,56.5,41.5,45.5,2.5,5,#N/A,#N/A,7,#N/A,2.5,,,
1999-05-15,Newspoll,,#N/A,44,44,2,2,#N/A,#N/A,5,#N/A,3,49,40,
1999-05-15,Nielsen,,53,40,41,3,4,#N/A,#N/A,7,#N/A,6,53,40,
1999-05-19,F2F Morgan,,54,41.5,43.5,3.5,4.5,#N/A,#N/A,7.5,#N/A,3.5,,,
1999-05-29,Newspoll,,#N/A,41,44,2,3,#N/A,#N/A,7,#N/A,3,46,43,
1999-06-02,F2F Morgan,,52,44.5,42,3.5,4.5,#N/A,#N/A,7,#N/A,3,,,
1999-06-04,Nielsen,,52,40,41,3,5,#N/A,#N/A,6,#N/A,5,51,41,
1999-06-16,F2F Morgan,,54.5,42,44.5,3,4.5,#N/A,#N/A,6.5,#N/A,3,,,
1999-06-19,Newspoll,,#N/A,42,43,3,2,#N/A,#N/A,6,#N/A,4,47,41,
1999-06-30,F2F Morgan,,53.5,47,43,4.5,3.5,#N/A,#N/A,6.5,#N/A,2,,,
1999-07-03,Newspoll,,#N/A,47,39,2,3,#N/A,#N/A,6,#N/A,3,50,39,
1999-07-14,F2F Morgan,,51.5,45.5,41,4,5,#N/A,#N/A,6.5,#N/A,2.5,,,
1999-07-17,Newspoll,,#N/A,42,44,2,2,#N/A,#N/A,6,#N/A,4,48,39,
1999-07-17,Nielsen,,50,42,38,4,5,#N/A,#N/A,6,#N/A,5,55,36,
1999-07-28,F2F Morgan,,53.5,44,43,3,4.5,#N/A,#N/A,7,#N/A,2.5,,,
1999-07-31,Newspoll,,#N/A,44,42,2,3,#N/A,#N/A,5,#N/A,4,50,39,
1999-08-11,F2F Morgan,,50.5,46.5,40.5,3.5,4,#N/A,#N/A,7.5,#N/A,2.5,,,
1999-08-11,F2F Morgan,,50,48,42,1.5,1,#N/A,#N/A,4,#N/A,5.5,,,Confusing date range (July 31/Aug 1 to August 21/22) - might be incorrect
1999-08-14,Newspoll,,#N/A,44,42,2,2,#N/A,#N/A,7,#N/A,3,49,40,
1999-08-14,Nielsen,,51,41,41,3,4,#N/A,#N/A,7,#N/A,5,52,39,
1999-08-25,F2F Morgan,,54.5,44,44.5,2.5,4,#N/A,#N/A,6.5,#N/A,2.5,,,
1999-08-28,Newspoll,,#N/A,47,37,3,2,#N/A,#N/A,7,#N/A,4,49,39,
1999-09-08,F2F Morgan,,51.5,44,41,2.5,4,#N/A,#N/A,7,#N/A,5.5,,,
1999-09-11,Newspoll,,#N/A,46,40,3,2,#N/A,#N/A,6,#N/A,3,51,39,
1999-09-22,F2F Morgan,,52.5,43,41,4,4.5,#N/A,#N/A,6.5,#N/A,4.5,,,
1999-09-25,Newspoll,,#N/A,45,41,3,2,#N/A,#N/A,5,#N/A,4,56,33,
1999-10-06,F2F Morgan,,51.5,43,41.5,3,4,#N/A,#N/A,7.5,#N/A,4.5,,,
1999-10-09,Newspoll,,#N/A,45,41,3,1,#N/A,#N/A,5,#N/A,5,57,32,
1999-10-09,Nielsen,,51,43,40,3,3,#N/A,#N/A,6,#N/A,5,61,30,
