MidDate,Firm,Brand,@TPP,LNP FP,ALP FP,GRN FP,ONP FP,NXT FP,UAP FP,DEM FP,DLP FP,OTH FP,GLApp,GLDis,Comments
2011-03-01,Essential,,47,47,36,10,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-03-05,Newspoll,,46,45,30,15,#N/A,#N/A,#N/A,#N/A,#N/A,10,39,51,
2011-03-06,F2F Morgan,,48,46.5,37,9.5,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-03-09,Morgan Phone,,44,47.5,31.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,11,,,
2011-03-10,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41,46,
2011-03-11,Nielsen,,46,45,33,12,#N/A,#N/A,#N/A,#N/A,#N/A,10,47,47,
2011-03-13,F2F Morgan,,49.5,44.5,38,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2011-03-15,Essential,,47,46,36,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-03-17,Morgan Phone,,49,42.5,35.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,10,,,
2011-03-19,Newspoll,,51,40,36,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,40,47,
2011-03-20,F2F Morgan,,52.5,40,39.5,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-03-23,Morgan Phone,,46,47,34.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,8.5,,,
2011-03-27,F2F Morgan,,47,47,35.5,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2011-03-29,Essential,,47,46,36,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-04-02,Newspoll,,45,45,32,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,39,49,
2011-04-03,F2F Morgan,,46.5,48,36.5,9.5,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2011-04-08,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,50,
2011-04-12,Essential,,46,47,35,11,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-04-15,Nielsen,,44,47,31,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,45,50,
2011-04-13,F2F Morgan,,47,46,35,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,7.5,,,
2011-04-26,Essential,,46,47,35,9,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-04-27,F2F Morgan,,48,46,37,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,6.5,,,
2011-04-30,Newspoll,,47,44,33,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,38,49,
2011-05-04,Morgan Phone,,46.5,46,34,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-05-06,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41,48,
2011-05-08,F2F Morgan,,45.5,48,34,11,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-05-10,Essential,,48,46,36,11,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-05-13,Nielsen,,44,47,31,10,#N/A,#N/A,#N/A,#N/A,#N/A,13,43,52,
2011-05-14,Newspoll,,46,46,33,10,#N/A,#N/A,#N/A,#N/A,#N/A,11,34,55,
2011-05-15,F2F Morgan,,48.5,44.5,36,13,#N/A,#N/A,#N/A,#N/A,#N/A,6.5,,,
2011-05-24,Essential,,46,47,34,12,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-05-25,F2F Morgan,,48.5,45.5,36,12,#N/A,#N/A,#N/A,#N/A,#N/A,6.5,,,
2011-05-28,Newspoll,,48,44,34,14,#N/A,#N/A,#N/A,#N/A,#N/A,8,35,54,
2011-06-01,Morgan Phone,,42,50,30,9.5,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2011-06-05,F2F Morgan,,46,46.5,33.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-06-08,Essential,,46,46,34,12,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-06-11,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,54,
2011-06-11,Newspoll,,45,46,31,11,#N/A,#N/A,#N/A,#N/A,#N/A,12,30,55,
2011-06-15,Nielsen,,41,49,27,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,37,59,
2011-06-15,F2F Morgan,,46.5,46.5,35,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-06-21,Essential,,45,48,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-06-25,Newspoll,,45,46,30,11,#N/A,#N/A,#N/A,#N/A,#N/A,13,28,62,
2011-06-19,F2F Morgan,,43.5,49,31.5,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-07-05,Essential,,43,50,30,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-07-08,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29,62,
2011-07-09,Newspoll,,42,49,27,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,30,59,
2011-07-10,F2F Morgan,,45.5,48,33.5,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-07-14,Morgan Phone,,40,52.5,27.5,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,9.5,,,
2011-07-15,Nielsen,,39,51,26,11,#N/A,#N/A,#N/A,#N/A,#N/A,15,34,62,
2011-07-19,Essential,,45,48,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-07-20,F2F Morgan,,47,47,34.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,6.5,,,
2011-07-23,Newspoll,,44,47,29,13,#N/A,#N/A,#N/A,#N/A,#N/A,11,32,59,
2011-08-02,Essential,,43,50,31,10,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-08-03,Galaxy,,44,48,31,13,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-08-03,F2F Morgan,,46.5,47.5,34.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2011-08-06,Newspoll,,44,47,29,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,33,58,
2011-08-10,Morgan Phone,,43,49,29.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,9.5,,,
2011-08-12,Nielsen,,42,48,28,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,38,57,
2011-08-12,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,55,
2011-08-16,Essential,,44,50,32,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-08-17,F2F Morgan,,44.5,49.5,32.5,11,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-08-20,Newspoll,,43,47,27,14,#N/A,#N/A,#N/A,#N/A,#N/A,12,29,61,
2011-08-30,Essential,,43,49,30,11,#N/A,#N/A,#N/A,#N/A,#N/A,10,,,
2011-08-31,F2F Morgan,,45.5,46.5,32.5,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,8.5,,,
2011-09-03,Newspoll,,41,50,27,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,23,68,
2011-09-09,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28,64,
2011-09-09,Nielsen,,42,48,27,13,#N/A,#N/A,#N/A,#N/A,#N/A,12,32,62,
2011-09-13,Essential,,44,49,32,10,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-09-14,F2F Morgan,,44.5,46.5,35.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-09-17,Newspoll,,42,48,26,13,#N/A,#N/A,#N/A,#N/A,#N/A,13,27,61,
2011-09-27,Essential,,45,48,33,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-09-28,F2F Morgan,,46.5,46.5,35.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-10-08,Newspoll,,43,49,29,12,#N/A,#N/A,#N/A,#N/A,#N/A,10,28,60,
2011-10-09,F2F Morgan,,50,43.5,38.5,11,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-10-11,Essential,,45,48,33,11,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-10-14,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,59,
2011-10-14,Nielsen,,43,48,30,12,#N/A,#N/A,#N/A,#N/A,#N/A,10,33,62,
2011-10-15,Galaxy,,42,51,29,12,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-10-16,F2F Morgan,,48.5,44,36.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,9.5,,,
2011-10-22,Newspoll,,46,45,29,15,#N/A,#N/A,#N/A,#N/A,#N/A,11,31,61,
2011-10-23,F2F Morgan,,45.5,49.5,35,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,5,,,
2011-10-25,Essential,,45,47,34,10,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2011-10-26,Morgan Phone,,45,47,31,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,9.6,,,
2011-10-30,F2F Morgan,,47,46.5,34,13.5,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2011-11-03,Morgan Phone,,47.5,45,34,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,8.5,,,
2011-11-05,Newspoll,,47,44,32,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,30,60,
2011-11-08,Essential,,46,47,35,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-11-11,Nielsen,,45,45,30,14,#N/A,#N/A,#N/A,#N/A,#N/A,12,39,57,
2011-11-09,F2F Morgan,,46.5,47,34.5,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2011-11-10,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,37,54,
2011-11-19,Newspoll,,43,48,30,10,#N/A,#N/A,#N/A,#N/A,#N/A,12,34,55,
2011-11-20,F2F Morgan,,48.5,45.5,36.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2011-11-22,Essential,,46,47,34,11,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-11-30,F2F Morgan,,47,43,36.5,13,#N/A,#N/A,#N/A,#N/A,#N/A,7.5,,,
2011-12-03,Newspoll,,46,44,31,13,#N/A,#N/A,#N/A,#N/A,#N/A,12,36,56,
2011-12-09,Nielsen,,43,49,29,11,#N/A,#N/A,#N/A,#N/A,#N/A,11,35,58,
2011-12-09,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34,54,
2011-12-11,Essential,,46,47,35,9,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2011-12-14,F2F Morgan,,50,43,36.5,13,#N/A,#N/A,#N/A,#N/A,#N/A,7.5,,,
2012-01-08,F2F Morgan,,48.5,45,37,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,7.5,,,
2012-01-16,Essential,,46,48,35,10,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-01-18,Morgan Phone,,46.5,46.5,35.5,9,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-01-18,F2F Morgan,,51,42.5,38.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-01-28,Galaxy,,46,48,34,12,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2012-01-28,Newspoll,,46,45,30,12,#N/A,#N/A,#N/A,#N/A,#N/A,13,33,55,
2012-01-29,F2F Morgan,,51,41.5,39.5,9.5,#N/A,#N/A,#N/A,#N/A,#N/A,6.5,,,
2012-01-30,Essential,,46,47,33,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-02-03,Nielsen,,47,45,33,13,#N/A,#N/A,#N/A,#N/A,#N/A,9,40,55,
2012-02-05,F2F Morgan,,48.5,45.5,38.5,9.5,#N/A,#N/A,#N/A,#N/A,#N/A,6.5,,,
2012-02-08,Morgan Phone,,44.5,41.5,37,14.5,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-02-10,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36,53,
2012-02-11,Newspoll,,45,46,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,11,32,57,
2012-02-13,Essential,,45,48,33,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-02-15,F2F Morgan,,51.5,41.5,37,14.5,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-02-23,Nielsen,,47,44,34,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,36,60,
2012-02-24,Galaxy,,46,47,34,12,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-02-25,Newspoll,,47,45,35,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,26,64,
2012-02-26,F2F Morgan,,50,42.5,37.5,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-02-27,Essential,,44,49,32,10,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-03-04,F2F Morgan,,50,43.5,39,10,#N/A,#N/A,#N/A,#N/A,#N/A,7.5,,,
2012-03-10,Newspoll,,47,43,31,12,#N/A,#N/A,#N/A,#N/A,#N/A,14,28,62,
2012-03-13,Essential,,44,48,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-03-13,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32,61,
2012-03-14,F2F Morgan,,48,45.5,37,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-03-24,Newspoll,,43,47,28,11,#N/A,#N/A,#N/A,#N/A,#N/A,14,31,58,
2012-03-25,F2F Morgan,,48.5,45,36.5,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,6,,,
2012-03-27,Essential,,45,48,33,11,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-03-30,Nielsen,,43,47,27,13,#N/A,#N/A,#N/A,#N/A,#N/A,12,36,59,
2012-04-01,F2F Morgan,,46.5,45.5,32,13,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2012-04-10,Essential,,44,31,48,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-04-11,F2F Morgan,,45,46.5,31,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,10,,,
2012-04-13,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32,58,
2012-04-14,Newspoll,,44,48,29,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,28,62,
2012-04-18,Morgan Phone,,44,47.5,30,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,11.5,,,
2012-04-22,F2F Morgan,,44,47.5,30,12,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2012-04-24,Essential,,43,50,31,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-04-28,Galaxy,,44,49,30,13,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-04-28,Newspoll,,41,51,27,11,#N/A,#N/A,#N/A,#N/A,#N/A,11,28,63,
2012-05-06,F2F Morgan,,44.5,45.5,29.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,13,,,
2012-05-08,Essential,,43,50,30,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-05-10,Morgan Phone,,42,50.5,29,10,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2012-05-10,Nielsen,,42,49,28,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,35,60,
2012-05-11,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,60,
2012-05-12,Newspoll,,45,45,30,12,#N/A,#N/A,#N/A,#N/A,#N/A,13,27,63,
2012-05-13,F2F Morgan,,44.5,46,30.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,11.5,,,
2012-05-20,F2F Morgan,,45,45.5,32,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,12,,,
2012-05-22,Essential,,43,50,33,10,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-05-26,Newspoll,,46,46,32,12,#N/A,#N/A,#N/A,#N/A,#N/A,10,30,60,
2012-05-27,F2F Morgan,,42,49,27.5,13,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2012-06-01,Nielsen,,43,48,26,14,#N/A,#N/A,#N/A,#N/A,#N/A,12,36,60,
2012-06-03,F2F Morgan,,44.5,45,32.5,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,12,,,
2012-06-05,Essential,,44,49,32,10,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-06-08,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32,56,
2012-06-09,Newspoll,,46,44,31,14,#N/A,#N/A,#N/A,#N/A,#N/A,11,32,58,
2012-06-10,F2F Morgan,,48,42.5,33,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,12,,,
2012-06-16,Galaxy,,44,49,31,12,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-06-19,Essential,,44,49,33,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-06-20,F2F Morgan,,46,43,29.5,14.5,#N/A,#N/A,#N/A,#N/A,#N/A,13,,,
2012-06-23,Newspoll,,45,46,30,12,#N/A,#N/A,#N/A,#N/A,#N/A,12,30,59,
2012-06-29,Nielsen,,42,48,28,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,35,60,
2012-07-03,Essential,,44,49,31,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-07-04,F2F Morgan,,46,43,29.5,14.5,#N/A,#N/A,#N/A,#N/A,#N/A,13,,,
2012-07-07,Newspoll,,44,48,31,11,#N/A,#N/A,#N/A,#N/A,#N/A,10,27,61,
2012-07-13,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32,58,
2012-07-17,Essential,,44,49,33,10,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-07-18,F2F Morgan,,46,43,31.5,12,#N/A,#N/A,#N/A,#N/A,#N/A,13.5,,,
2012-07-21,Newspoll,,44,46,28,11,#N/A,#N/A,#N/A,#N/A,#N/A,15,29,62,
2012-07-27,Nielsen,,44,47,30,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,37,58,
2012-07-31,Essential,,44,49,33,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-08-01,F2F Morgan,,46.5,43.5,32,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,13,,,
2012-08-04,Newspoll,,46,45,33,10,#N/A,#N/A,#N/A,#N/A,#N/A,12,29,59,
2012-08-10,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,31,57,
2012-08-14,Essential,,43,49,32,10,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-08-15,F2F Morgan,,47,44,34.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,11.5,,,
2012-08-18,Newspoll,,47,45,35,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,27,60,
2012-08-24,Nielsen,,46,45,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,13,39,57,
2012-08-28,Essential,,45,48,34,9,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-09-02,F2F Morgan,,48.5,41.5,34.5,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,12.5,,,
2012-09-01,Newspoll,,45,46,33,8,#N/A,#N/A,#N/A,#N/A,#N/A,13,31,57,
2012-09-07,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35,54,
2012-09-11,Essential,,45,48,34,9,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2012-09-14,Nielsen,,47,45,34,10,#N/A,#N/A,#N/A,#N/A,#N/A,11,42,53,
2012-09-12,F2F Morgan,,49.5,40.5,35,12,#N/A,#N/A,#N/A,#N/A,#N/A,12.5,,,
2012-09-15,Newspoll,,50,41,36,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,36,52,
2012-09-19,Morgan Phone,,47.5,47,39.5,8,#N/A,#N/A,#N/A,#N/A,#N/A,5.5,40,51,
2012-09-23,F2F Morgan,,50,41.5,37.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,11,,,
2012-09-25,Essential,,47,47,36,9,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-10-03,F2F Morgan,,49,43,37,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,9.5,,,
2012-10-06,Newspoll,,46,45,33,10,#N/A,#N/A,#N/A,#N/A,#N/A,12,36,50,
2012-10-09,Essential,,47,47,36,9,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-10-12,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41,51,
2012-10-19,Nielsen,,48,43,34,11,#N/A,#N/A,#N/A,#N/A,#N/A,12,47,48,
2012-10-17,F2F Morgan,,47.5,38.5,37.5,12.5,#N/A,#N/A,#N/A,#N/A,#N/A,11.5,,,
2012-10-23,Essential,,46,48,36,9,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-10-27,Newspoll,,50,41,36,10,#N/A,#N/A,#N/A,#N/A,#N/A,13,35,51,
2012-10-31,F2F Morgan,,48,43,35.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,11.5,,,
2012-11-03,Galaxy,,47,47,35,11,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-11-06,Essential,,48,45,37,9,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-11-09,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41,49,
2012-11-10,Newspoll,,49,43,36,10,#N/A,#N/A,#N/A,#N/A,#N/A,11,37,52,
2012-11-16,Nielsen,,47,45,34,12,#N/A,#N/A,#N/A,#N/A,#N/A,10,47,48,
2012-11-14,F2F Morgan,,51,38.5,36.5,11.5,#N/A,#N/A,#N/A,#N/A,#N/A,13.5,,,
2012-11-20,Essential,,47,47,36,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2012-11-24,Newspoll,,49,43,36,11,#N/A,#N/A,#N/A,#N/A,#N/A,10,37,52,
2012-11-28,Morgan Phone,,47.5,44.5,36.5,8.5,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2012-11-30,Galaxy,,46,48,34,11,#N/A,#N/A,#N/A,#N/A,#N/A,7,,,
2012-11-28,F2F Morgan,,49.5,40.5,36,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,13,,,
2012-12-08,Newspoll,,46,46,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,11,36,52,
2012-12-14,Nielsen,,48,43,35,10,#N/A,#N/A,#N/A,#N/A,#N/A,12,46,50,
2012-12-02,F2F Morgan,,53.5,37.5,40,12,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2012-12-11,Essential,,45,48,36,8,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2013-01-09,F2F Morgan,,49,41.5,36.5,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,11.5,,,
2013-01-11,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,41,49,
2013-01-12,Newspoll,,49,44,38,9,#N/A,#N/A,#N/A,#N/A,#N/A,9,38,49,
2013-01-15,Essential,,46,48,36,9,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2013-01-23,F2F Morgan,,50.5,39,36,12,#N/A,#N/A,#N/A,#N/A,#N/A,13,,,
2013-01-28,Essential,,46,48,34,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2013-02-02,Galaxy,,46,48,35,10,#N/A,#N/A,#N/A,#N/A,#N/A,7,38,57,
2013-02-02,Newspoll,,44,48,32,9,#N/A,#N/A,#N/A,#N/A,#N/A,11,36,52,
2013-02-03,F2F Morgan,,29.5,42.5,38.5,8.5,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2013-02-09,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36,55,
2013-02-10,F2F Morgan,,45.5,45,33.5,9,#N/A,#N/A,#N/A,#N/A,#N/A,12.5,,,
2013-02-12,Essential,,46,47,35,9,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2013-02-15,Nielsen,,44,47,30,11,#N/A,#N/A,#N/A,#N/A,#N/A,12,,,
2013-02-23,Newspoll,,45,47,31,11,#N/A,#N/A,#N/A,#N/A,#N/A,11,30,58,
2013-02-27,Essential,,44,49,32,10,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2013-02-20,F2F Morgan,,46.5,44,33.5,10,#N/A,#N/A,#N/A,#N/A,#N/A,12.5,,,
2013-03-02,Morgan multi-mode,,46,45,33,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,11.5,,,
2013-03-06,Galaxy,,45,48,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2013-03-09,Newspoll,,48,44,34,11,#N/A,#N/A,#N/A,#N/A,#N/A,11,32,57,
2013-03-09,Morgan multi-mode,,44.5,47,31.5,11,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2013-03-09,Essential,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,36,56,
2013-03-10,Essential,,46,47,35,9,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2013-03-15,Nielsen,,44,47,31,10,#N/A,#N/A,#N/A,#N/A,#N/A,12,38,58,
2013-03-16,Morgan multi-mode,,46,46,33,11,#N/A,#N/A,#N/A,#N/A,#N/A,10.5,,,
2013-03-24,AMR,,44,49,33,9,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2013-03-23,Morgan multi-mode,,44,46.5,30.5,10.5,#N/A,#N/A,#N/A,#N/A,#N/A,12.5,,,
2013-03-23,Galaxy,,45,47,32,12,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2013-03-23,Newspoll,,42,50,30,10,#N/A,#N/A,#N/A,#N/A,#N/A,10,26,65,
2013-03-26,Essential,,44,49,31,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2013-03-31,Morgan multi-mode,,42.5,49,30,11,#N/A,#N/A,#N/A,#N/A,#N/A,10,,,
2013-04-06,Morgan multi-mode,,44,46.5,31,10,#N/A,#N/A,#N/A,#N/A,#N/A,12.5,,,
2013-04-06,Newspoll,,45,48,32,11,#N/A,#N/A,#N/A,#N/A,#N/A,9,28,62,
2013-04-09,Essential,,45,48,34,9,#N/A,#N/A,#N/A,#N/A,#N/A,9,,,
2013-04-10,Galaxy,,46,47,33,12,#N/A,#N/A,#N/A,#N/A,#N/A,8,,,
2013-04-12,ReachTEL,,43,49.8,31.3,10.2,#N/A,#N/A,#N/A,#N/A,#N/A,8.8,,,
2013-04-12,Nielsen,,43,49,29,12,#N/A,#N/A,#N/A,#N/A,#N/A,11,37,59,
