2022,fed,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,UAP FP,OTH FP
2019,fed,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,UAP FP,OTH FP
2016,fed,ALP TPP,LNP FP,ALP FP,GRN FP,UAP FP,OTH FP
2013,fed,ALP TPP,LNP FP,ALP FP,GRN FP,UAP FP,OTH FP
2010,fed,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2007,fed,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2004,fed,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2001,fed,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,OTH FP
1998,fed,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,ONP FP,OTH FP
1996,fed,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,OTH FP
1993,fed,ALP TPP,LNP FP,ALP FP,DEM FP,OTH FP
1990,fed,ALP TPP,LNP FP,ALP FP,DEM FP,OTH FP
2023,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,SFF FP,ONP FP,OTH FP
2019,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,SFF FP,ONP FP,OTH FP
2015,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2011,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2007,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2003,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
1999,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,ONP FP,OTH FP
1995,nsw,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,OTH FP
1991,nsw,ALP TPP,LNP FP,ALP FP,DEM FP,OTH FP
2022,vic,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2018,vic,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2014,vic,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2010,vic,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2006,vic,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2002,vic,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
1999,vic,ALP TPP,LNP FP,ALP FP,OTH FP
1996,vic,ALP TPP,LNP FP,ALP FP,OTH FP
1992,vic,ALP TPP,LNP FP,ALP FP,OTH FP
2020,qld,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,KAP FP,OTH FP
2017,qld,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,KAP FP,OTH FP
2015,qld,ALP TPP,LNP FP,ALP FP,GRN FP,UAP FP,KAP FP,OTH FP
2012,qld,ALP TPP,LNP FP,ALP FP,GRN FP,KAP FP,OTH FP
2009,qld,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2006,qld,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2004,qld,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,OTH FP
2001,qld,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,OTH FP
1998,qld,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,OTH FP
1995,qld,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
1992,qld,ALP TPP,LNP FP,ALP FP,OTH FP
2021,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,ONP FP,OTH FP
2017,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,ONP FP,OTH FP
2013,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,OTH FP
2008,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,OTH FP
2005,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,OTH FP
2001,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,DEM FP,OTH FP
1996,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,DEM FP,OTH FP
1993,wa,ALP TPP,LIB FP,ALP FP,GRN FP,NAT FP,DEM FP,OTH FP
2022,sa,ALP TPP,LNP FP,ALP FP,GRN FP,SAB FP,OTH FP
2018,sa,ALP TPP,LNP FP,ALP FP,GRN FP,SAB FP,OTH FP
2014,sa,ALP TPP,LNP FP,ALP FP,GRN FP,OTH FP
2010,sa,ALP TPP,LNP FP,ALP FP,GRN FP,FF FP,OTH FP
2006,sa,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,FF FP,OTH FP
2002,sa,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,FF FP,OTH FP
1997,sa,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,OTH FP
1993,sa,ALP TPP,LNP FP,ALP FP,GRN FP,DEM FP,OTH FP
0,none,ALP TPP,LNP FP,ALP FP,GRN FP,ONP FP,OTH FP
