ScheduledCutoffDays,PollTrendEndDays,Party,StanSeed,0%,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,29%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%,51%,52%,53%,54%,55%,56%,57%,58%,59%,60%,61%,62%,63%,64%,65%,66%,67%,68%,69%,70%,71%,72%,73%,74%,75%,76%,77%,78%,79%,80%,81%,82%,83%,84%,85%,86%,87%,88%,89%,90%,91%,92%,93%,94%,95%,96%,97%,98%,99%,100%
666,678,#COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,678,@TPP,2033342272,37.445,38.748,39.368,39.633,39.907,40.122,40.309,40.441,40.569,40.701,40.792,40.861,40.952,41.039,41.105,41.18,41.246,41.278,41.33,41.382,41.447,41.497,41.545,41.599,41.66,41.715,41.793,41.853,41.899,41.938,42.003,42.068,42.107,42.162,42.23,42.291,42.362,42.4,42.44,42.485,42.529,42.587,42.624,42.663,42.695,42.749,42.785,42.828,42.888,42.929,42.975,43.016,43.057,43.095,43.131,43.173,43.23,43.284,43.326,43.389,43.44,43.506,43.559,43.605,43.654,43.701,43.736,43.794,43.869,43.928,43.983,44.035,44.084,44.128,44.165,44.215,44.286,44.362,44.432,44.488,44.549,44.634,44.705,44.787,44.861,44.928,45.014,45.093,45.158,45.259,45.34,45.404,45.507,45.668,45.765,45.901,46.066,46.256,46.666,47.126,49.028
666,678,ALP FP,29098775,35.602,36.439,36.931,37.172,37.406,37.655,37.82,37.957,38.098,38.201,38.318,38.399,38.482,38.56,38.651,38.736,38.801,38.889,38.944,39.011,39.065,39.122,39.17,39.217,39.268,39.317,39.376,39.423,39.479,39.533,39.588,39.654,39.708,39.757,39.824,39.871,39.911,39.965,40.017,40.078,40.129,40.175,40.212,40.242,40.288,40.324,40.389,40.433,40.481,40.526,40.559,40.622,40.668,40.706,40.756,40.827,40.867,40.898,40.927,40.96,40.989,41.041,41.088,41.152,41.188,41.227,41.273,41.322,41.361,41.408,41.448,41.502,41.572,41.621,41.666,41.711,41.773,41.841,41.883,41.938,42.018,42.083,42.137,42.211,42.304,42.398,42.446,42.525,42.599,42.683,42.783,42.858,42.962,43.069,43.186,43.347,43.538,43.776,44.061,44.569,46.029
666,678,LNP FP,1170659514,46.604,47.688,48.068,48.33,48.607,48.794,48.952,49.139,49.299,49.494,49.582,49.689,49.805,49.892,49.988,50.104,50.174,50.302,50.379,50.426,50.49,50.549,50.599,50.667,50.735,50.793,50.85,50.912,50.971,51.032,51.084,51.136,51.192,51.235,51.299,51.341,51.383,51.414,51.454,51.5,51.538,51.581,51.627,51.664,51.706,51.75,51.803,51.854,51.884,51.923,51.98,52.019,52.06,52.104,52.163,52.203,52.254,52.329,52.369,52.425,52.481,52.539,52.588,52.631,52.689,52.738,52.782,52.841,52.889,52.951,53.0,53.05,53.114,53.169,53.225,53.29,53.335,53.38,53.452,53.536,53.596,53.649,53.692,53.745,53.823,53.88,53.966,54.037,54.113,54.199,54.297,54.38,54.526,54.64,54.759,54.865,55.036,55.27,55.499,55.881,56.841
666,678,OTH FP,2136152111,1.979,3.228,3.525,3.717,4.043,4.335,4.49,4.634,4.71,4.86,4.945,5.029,5.16,5.263,5.329,5.399,5.472,5.572,5.635,5.7,5.776,5.849,5.9,5.95,6.011,6.072,6.126,6.176,6.235,6.283,6.318,6.379,6.427,6.471,6.506,6.607,6.65,6.708,6.756,6.81,6.868,6.924,6.971,7.015,7.06,7.094,7.139,7.196,7.255,7.324,7.37,7.405,7.435,7.503,7.565,7.619,7.67,7.703,7.75,7.805,7.853,7.903,7.944,7.998,8.05,8.094,8.15,8.192,8.232,8.3,8.369,8.414,8.453,8.529,8.582,8.637,8.692,8.744,8.783,8.835,8.895,8.953,9.013,9.071,9.129,9.21,9.305,9.393,9.467,9.575,9.658,9.725,9.798,9.925,10.021,10.22,10.392,10.681,11.123,11.533,12.688
630,636,#COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,636,@TPP,1095540306,39.99,40.868,41.287,41.611,41.716,41.874,41.956,42.076,42.154,42.274,42.374,42.45,42.532,42.602,42.67,42.727,42.777,42.86,42.929,42.987,43.053,43.093,43.126,43.168,43.204,43.267,43.326,43.373,43.421,43.467,43.497,43.538,43.581,43.616,43.663,43.692,43.733,43.765,43.802,43.838,43.877,43.912,43.935,43.967,44.005,44.052,44.093,44.127,44.155,44.183,44.226,44.257,44.299,44.333,44.373,44.418,44.456,44.48,44.518,44.552,44.593,44.631,44.67,44.712,44.755,44.804,44.836,44.88,44.918,44.953,44.987,45.034,45.087,45.131,45.191,45.244,45.298,45.347,45.396,45.453,45.504,45.583,45.626,45.679,45.753,45.818,45.903,45.963,46.035,46.116,46.21,46.313,46.43,46.493,46.567,46.709,46.846,47.052,47.238,47.603,48.887
630,636,ALP FP,1088832172,37.405,38.281,38.626,38.836,39.055,39.19,39.317,39.453,39.549,39.636,39.744,39.845,39.908,39.99,40.044,40.099,40.172,40.233,40.285,40.339,40.392,40.435,40.475,40.527,40.555,40.61,40.648,40.696,40.732,40.771,40.814,40.854,40.891,40.924,40.951,40.99,41.013,41.066,41.108,41.146,41.181,41.213,41.259,41.296,41.332,41.357,41.391,41.416,41.458,41.489,41.53,41.552,41.581,41.613,41.654,41.683,41.733,41.761,41.796,41.825,41.858,41.894,41.929,41.966,42.004,42.04,42.081,42.113,42.15,42.191,42.22,42.258,42.301,42.352,42.409,42.447,42.484,42.541,42.581,42.628,42.666,42.717,42.752,42.817,42.867,42.917,42.973,43.018,43.088,43.143,43.22,43.293,43.355,43.441,43.549,43.679,43.811,43.984,44.192,44.507,45.634
630,636,LNP FP,518397661,46.713,47.378,47.69,47.934,48.084,48.223,48.377,48.508,48.614,48.723,48.798,48.864,48.913,48.998,49.06,49.123,49.201,49.264,49.305,49.341,49.384,49.437,49.473,49.512,49.566,49.603,49.646,49.682,49.735,49.77,49.824,49.87,49.905,49.94,49.98,50.007,50.043,50.089,50.117,50.162,50.21,50.246,50.276,50.316,50.361,50.384,50.406,50.447,50.477,50.529,50.573,50.632,50.666,50.707,50.75,50.782,50.821,50.855,50.895,50.928,50.967,50.995,51.021,51.054,51.089,51.132,51.174,51.205,51.244,51.294,51.325,51.382,51.428,51.493,51.544,51.586,51.631,51.69,51.735,51.779,51.821,51.881,51.93,51.986,52.027,52.072,52.106,52.162,52.222,52.304,52.409,52.51,52.593,52.703,52.822,52.991,53.169,53.4,53.614,53.947,55.144
