schema_version,record_type,election,party,pollster,weighted_abs_error,error_weight,final_trend_median,new_house_effect_median,recent_poll_count
1,bias_trend,1995nsw,DEM FP,,,,3.9660000000000002,,
1,bias_pollster,1995nsw,DEM FP,Newspoll,,,,-0,6
1,bias_trend,1995nsw,OTH FP,,,,17.122,,
1,bias_pollster,1995nsw,OTH FP,Newspoll,,,,0,6
1,bias_trend,1995nsw,LNP FP,,,,44.146000000000001,,
1,bias_pollster,1995nsw,LNP FP,Newspoll,,,,0,6
1,bias_trend,1995nsw,ALP FP,,,,38.656999999999996,,
1,bias_pollster,1995nsw,ALP FP,Newspoll,,,,-0,6
1,bias_trend,1995nsw,@TPP,,,,47.408000000000001,,
1,bias_pollster,1995nsw,@TPP,Newspoll,,,,0,6
