schema_version,record_type,election,party,pollster,weighted_abs_error,error_weight,final_trend_median,new_house_effect_median,recent_poll_count
1,bias_trend,2014sa,GRN FP,,,,8.4179999999999993,,
1,bias_pollster,2014sa,GRN FP,Advertiser,,,,-0.115,0
1,bias_pollster,2014sa,GRN FP,Galaxy,,,,-0.187,2
1,bias_pollster,2014sa,GRN FP,Newspoll,,,,0.30099999999999999,3
1,bias_trend,2014sa,OTH FP,,,,14.619999999999999,,
1,bias_pollster,2014sa,OTH FP,Advertiser,,,,-0.20300000000000001,0
1,bias_pollster,2014sa,OTH FP,Galaxy,,,,-0.76500000000000001,2
1,bias_pollster,2014sa,OTH FP,Newspoll,,,,1.0369999999999999,3
1,bias_trend,2014sa,LNP FP,,,,42.978000000000002,,
1,bias_pollster,2014sa,LNP FP,Advertiser,,,,0.66100000000000003,0
1,bias_pollster,2014sa,LNP FP,Galaxy,,,,0.47199999999999998,2
1,bias_pollster,2014sa,LNP FP,Newspoll,,,,-1.27,3
1,bias_trend,2014sa,ALP FP,,,,34.320999999999998,,
1,bias_pollster,2014sa,ALP FP,Advertiser,,,,-0.094,0
1,bias_pollster,2014sa,ALP FP,Galaxy,,,,0.442,2
1,bias_pollster,2014sa,ALP FP,Newspoll,,,,-0.32400000000000001,3
1,bias_trend,2014sa,@TPP,,,,48.116999999999997,,
1,bias_pollster,2014sa,@TPP,Advertiser,,,,-0.33300000000000002,0
1,bias_pollster,2014sa,@TPP,Galaxy,,,,-0.042000000000000003,2
1,bias_pollster,2014sa,@TPP,Newspoll,,,,0.38500000000000001,3
